,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
56,ref-bible.0101.34.20.4-ref-bible.0101.34.21.4,ref-sifre-d.148.2.7-ref-sifre-d.148.2.35,68156,68220,12165,12177,ref-bible.101.34.20.4,ref-bible.101.34.21.4,177855,177998,29705,29726,ref-sifre-d.148.2.7,ref-sifre-d.148.2.35,בנו אל שער עירם וידברו אל אנשי עירם לאמר האנשים האלה שלמים הם ,"שנאמר והוצאת את האיש ההוא או את האשה ההיא אשר עשו את הדבר הרע הזה אל שעריך שומע אני שער שנמצאו בו ולא שער שנדונו בו ת""ל שעריך שעריך ",13,29,56,720,0.7424242424242424,0.60431654676259,0.7196969696969697
57,ref-bible.0101.34.25.6-ref-bible.0101.34.25.22,ref-sifre-d.349.1.52-ref-sifre-d.349.1.68,68579,68663,12245,12261,ref-bible.101.34.25.6,ref-bible.101.34.25.22,366952,367036,61565,61581,ref-sifre-d.349.1.52,ref-sifre-d.349.1.68,ויקחו שני בני יעקב שמעון ולוי אחי דינה איש חרבו ויבאו על העיר בטח ויהרגו כל זכר ,ויקחו שני בני יעקב שמעון ולוי אחי דינה איש חרבו ויבאו על העיר בטח ויהרגו כל זכר ,17,17,57,1440,0.0,0.0,0.0
58,ref-bible.0101.35.4.17-ref-bible.0101.35.5.13,ref-sifre-d.348.7.17-ref-sifre-d.348.7.29,69438,69528,12392,12409,ref-bible.101.35.4.17,ref-bible.101.35.5.13,366192,366262,61423,61435,ref-sifre-d.348.7.17,ref-sifre-d.348.7.29,תחת האלה אשר עם שכם ויסעו ויהי חתת אלהים על הערים אשר סביבתיהם ולא רדפו אחרי בני יעקב ,ויסעו ויהי חתת אלהים על ההרים אשר סביבותיהם ולא רדפו אחרי בני יעקב ,18,13,58,1434,0.2558139534883721,0.24137931034482762,0.2441860465116279
60,ref-bible.0101.35.19.1-ref-bible.0101.35.19.8,ref-sifre-d.352.10.71-ref-sifre-d.352.10.81,70397,70437,12567,12574,ref-bible.101.35.19.1,ref-bible.101.35.19.8,370724,370778,62234,62244,ref-sifre-d.352.10.71,ref-sifre-d.352.10.81,ותמת רחל ותקבר בדרך אפרתה הוא בית לחם ,אפרתה אלא בית לחם שנא' ותמת רחל ותקבר בדרך אפרת היא ,8,11,60,1467,0.6346153846153846,0.30188679245283023,0.46153846153846156
62,ref-bible.0101.41.43.1-ref-bible.0101.41.43.6,ref-sifre-d.1.21.8-ref-sifre-d.1.21.13,84445,84477,15119,15124,ref-bible.101.41.43.1,ref-bible.101.41.43.6,5592,5625,925,930,ref-sifre-d.1.21.8,ref-sifre-d.1.21.13,וירכב אתו במרכבת המשנה אשר לו ,וירכב אותו במרכבת המשנה אשר לו ,6,6,62,20,0.03225806451612903,0.032258064516129004,0.03225806451612903
63,ref-bible.0101.42.2.11-ref-bible.0101.42.4.5,ref-sifre-d.113.1.4-ref-sifre-d.113.2.8,85683,85769,15335,15351,ref-bible.101.42.2.11,ref-bible.101.42.4.5,152609,152673,25513,25524,ref-sifre-d.113.1.4,ref-sifre-d.113.2.8,לנו משם ונחיה ולא נמות וירדו אחי יוסף עשרה לשבר בר ממצרים ואת בנימין אחי יוסף לא ,ואת אחיך לא תגוש זו מצות עשה ואשר יהיה לך את אחיך ולא של אחיך ,17,15,63,621,0.654320987654321,0.4787234042553191,0.5679012345679012
64,ref-bible.0101.44.5.12-ref-bible.0101.44.7.4,ref-sifre-d.17.4.40-ref-sifre-d.17.4.45,91336,91401,16331,16340,ref-bible.101.44.5.12,ref-bible.101.44.7.4,20913,20947,3516,3521,ref-sifre-d.17.4.40,ref-sifre-d.17.4.45,אשר עשיתם וישגם וידבר אלהם את הדברים האלה ויאמרו אליו למה ידבר ,שנאמר ואלה הדברים אשר תעשו דברו ,12,6,64,94,0.6507936507936508,0.515625,0.6190476190476191
65,ref-bible.0101.45.10.1-ref-bible.0101.45.10.10,ref-sifre-d.342.2.74-ref-sifre-d.342.2.86,94000,94054,16814,16823,ref-bible.101.45.10.1,ref-bible.101.45.10.10,352525,352608,59128,59140,ref-sifre-d.342.2.74,ref-sifre-d.342.2.86,וישבת בארץ גשן והיית קרוב אלי אתה ובניך ובני בניך ,יושבי הארץ ההיתה זאת בימיכם ואם בימי אבותיכם עליה לבניכם ספרו ובניכם לבניהם ,10,13,65,1378,0.5921052631578947,0.46341463414634143,0.5526315789473685
66,ref-bible.0101.45.20.1-ref-bible.0101.45.22.1,ref-sifre-d.344.5.24-ref-sifre-d.344.5.34,94706,94835,16933,16955,ref-bible.101.45.20.1,ref-bible.101.45.22.1,361917,361966,60705,60713,ref-sifre-d.344.5.24,ref-sifre-d.344.5.34,ועינכם אל תחס על כליכם כי טוב כל ארץ מצרים לכם הוא ויעשו כן בני ישראל ויתן להם יוסף עגלות על פי פרעה ויתן להם צדה לדרך לכלם ,ואני נתתי לך את שני עונם וכלית את אלה ושכבת על ,28,11,66,1417,0.7741935483870968,0.6640625,0.7580645161290323
67,ref-bible.0101.47.2.1-ref-bible.0101.47.2.8,ref-sifre-d.354.1.7-ref-sifre-d.354.1.14,97605,97648,17459,17466,ref-bible.101.47.2.1,ref-bible.101.47.2.8,375120,375164,62997,63004,ref-sifre-d.354.1.7,ref-sifre-d.354.1.14,ומקצה אחיו לקח חמשה אנשים ויצגם לפני פרעה ,ומקצה אחיו לקח חמשה אנשים ויציגם לפני פרעה ,8,8,67,1490,0.023255813953488372,0.023255813953488413,0.023255813953488372
68,ref-bible.0101.47.3.7-ref-bible.0101.47.3.12,ref-sifre-d.301.4.26-ref-sifre-d.301.4.37,97679,97708,17471,17476,ref-bible.101.47.3.7,ref-bible.101.47.3.12,285069,285130,47709,47719,ref-sifre-d.301.4.26,ref-sifre-d.301.4.37,ויאמרו אל פרעה רעה צאן עבדיך ,ויאמרו אל פרעה לגור בארץ באנו כי אין מרעה לצאן אשר לעבדיך ,6,12,68,1077,0.5,0.5,0.5
70,ref-bible.0101.47.4.1-ref-bible.0101.47.4.22,ref-sifre-d.301.4.26-ref-sifre-d.301.4.47,97729,97840,17481,17501,ref-bible.101.47.4.1,ref-bible.101.47.4.22,285069,285180,47709,47729,ref-sifre-d.301.4.26,ref-sifre-d.301.4.47,ויאמרו אל פרעה לגור בארץ באנו כי אין מרעה לצאן אשר לעבדיך כי כבד הרעב בארץ כנען ועתה ישבו נא עבדיך בארץ ,ויאמרו אל פרעה לגור בארץ באנו כי אין מרעה לצאן אשר לעבדיך כי כבד הרעב בארץ כנען ועתה ישבו נא עבדיך בארץ ,22,22,70,1079,0.0,0.0,0.0
71,ref-bible.0101.48.7.1-ref-bible.0101.48.7.6,ref-sifre-d.352.11.9-ref-sifre-d.352.11.14,100675,100704,17983,17988,ref-bible.101.48.7.1,ref-bible.101.48.7.6,370822,370852,62253,62258,ref-sifre-d.352.11.9,ref-sifre-d.352.11.14,ואני בבאי מפדן מתה עלי רחל ,ואני בבואי מפדן מתה עלי רחל ,6,6,71,1471,0.03571428571428571,0.0357142857142857,0.03571428571428571
72,ref-bible.0101.48.7.15-ref-bible.0101.48.7.21,ref-sifre-d.352.10.71-ref-sifre-d.352.10.81,100746,100779,17997,18003,ref-bible.101.48.7.15,ref-bible.101.48.7.21,370724,370778,62234,62244,ref-sifre-d.352.10.71,ref-sifre-d.352.10.81,ואקברה שם בדרך אפרת הוא בית לחם ,אפרתה אלא בית לחם שנא' ותמת רחל ותקבר בדרך אפרת היא ,7,11,72,1468,0.7307692307692307,0.41509433962264153,0.6346153846153846
74,ref-bible.0101.48.17.1-ref-bible.0101.48.17.23,ref-sifre-d.35.10.10-ref-sifre-d.35.10.32,101486,101596,18126,18148,ref-bible.101.48.17.1,ref-bible.101.48.17.23,50161,50273,8415,8437,ref-sifre-d.35.10.10,ref-sifre-d.35.10.32,וירא יוסף כי ישית אביו יד ימינו על ראש אפרים וירע בעיניו ויתמך יד אביו להסיר אתה מעל ראש אפרים על ראש מנשה ,וירא יוסף כי ישית אביו יד ימינו על ראש אפרים וירע בעיניו ויתמוך יד אביו להסיר אותה מעל ראש אפרים על ראש מנשה ,23,23,74,205,0.01834862385321101,0.01834862385321101,0.01834862385321101
75,ref-bible.0101.48.22.1-ref-bible.0101.48.22.7,ref-sifre-d.217.4.41-ref-sifre-d.217.4.47,101946,101975,18210,18216,ref-bible.101.48.22.1,ref-bible.101.48.22.7,220182,220211,36753,36759,ref-sifre-d.217.4.41,ref-sifre-d.217.4.47,ואני נתתי לך שכם אחד על אחיך ,ואני נתתי לך שכם אחד על אחיך ,7,7,75,891,0.0,0.0,0.0
76,ref-bible.0101.48.22.1-ref-bible.0101.48.22.7,ref-sifre-d.217.4.76-ref-sifre-d.217.4.82,101946,101975,18210,18216,ref-bible.101.48.22.1,ref-bible.101.48.22.7,220366,220396,36787,36793,ref-sifre-d.217.4.76,ref-sifre-d.217.4.82,ואני נתתי לך שכם אחד על אחיך ,ואני נתתי לך שכם אחד על אחיך ה,7,8,76,893,0.03333333333333333,0.033333333333333326,0.03333333333333333
77,ref-bible.0101.49.1.1-ref-bible.0101.49.1.14,ref-sifre-d.2.4.26-ref-sifre-d.2.4.39,102013,102089,18223,18235,ref-bible.101.49.1.1,ref-bible.101.49.1.14,7623,7700,1275,1287,ref-sifre-d.2.4.26,ref-sifre-d.2.4.39,ויקרא יעקב אל בניו ויאמר האספו ואגידה לכם את אשר יקרא אתכם באחרית הימים ,ויקרא יעקב אל בניו ויאמר האספו ואגידה לכם את אשר יקרא אתכם באחרית הימים ,14,14,77,31,0.0,0.0,0.0
78,ref-bible.0101.49.7.1-ref-bible.0101.49.7.11,ref-sifre-d.349.1.13-ref-sifre-d.349.1.23,102345,102404,18287,18297,ref-bible.101.49.7.1,ref-bible.101.49.7.11,366752,366811,61527,61537,ref-sifre-d.349.1.13,ref-sifre-d.349.1.23,ארור אפם כי עז ועברתם כי קשתה אחלקם ביעקב ואפיצם בישראל ,ארור אפם כי עז ועברתם כי קשתה אחלקם ביעקב ואפיצם בישראל ,11,11,78,1439,0.0,0.0,0.0
79,ref-bible.0101.49.26.10-ref-bible.0101.49.26.16,ref-sifre-d.353.7.8-ref-sifre-d.353.8.15,103340,103379,18481,18487,ref-bible.101.49.26.10,ref-bible.101.49.26.16,374063,374156,62817,62832,ref-sifre-d.353.7.8,ref-sifre-d.353.8.15,עולם תהיין לראש יוסף ולקדקד נזיר אחיו ,על הסנה תבואתה לראש יוסף הוא בא בראש למצרים והוא יבוא בראש לעתיד לבא ולקדקד נזיר אחיו ,7,17,79,1486,0.6395348837209303,0.5747126436781609,0.6162790697674418
80,ref-bible.0101.49.31.1-ref-bible.0101.49.31.7,ref-sifre-d.357.28.101-ref-sifre-d.357.28.107,103701,103732,18547,18552,ref-bible.101.49.31.1,ref-bible.101.49.31.7,386647,386678,64971,64976,ref-sifre-d.357.28.101,ref-sifre-d.357.28.107,שמה קברו את אברהם ואת שרה אשתו ,שמה קברו את אברהם ואת שרה אשתו ,7,7,80,1512,0.0,0.0,0.0
81,ref-bible.0101.50.5.7-ref-bible.0101.50.5.14,ref-sifre-d.348.3.35-ref-sifre-d.348.3.49,104199,104240,18634,18641,ref-bible.101.50.5.7,ref-bible.101.50.5.14,365652,365725,61328,61337,ref-sifre-d.348.3.35,ref-sifre-d.348.3.49,בקברי אשר כריתי לי בארץ כנען שמה תקברני ,בקבורה ר' מאיר אומר הרי הוא אומר בקברי אשר כריתי לי בארץ כנען אני נקבר ,8,15,81,1429,0.5492957746478874,0.4794520547945206,0.5211267605633803
82,ref-bible.0101.50.21.1-ref-bible.0101.50.21.10,ref-sifre-d.38.8.67-ref-sifre-d.38.8.77,105356,105408,18844,18853,ref-bible.101.50.21.1,ref-bible.101.50.21.10,59666,59727,10037,10047,ref-sifre-d.38.8.67,ref-sifre-d.38.8.77,ועתה אל תיראו אנכי אכלכל אתכם ואת טפכם וינחם אותם ,ועתה אל תיראו אנכי אכלכל אתכם ואת טפכם ואומר וכלכלתי אותך ,10,11,82,223,0.22413793103448276,0.25806451612903225,0.20689655172413793
83,ref-bible.0102.1.7.1-ref-bible.0102.1.7.11,ref-sifre-d.301.8.5-ref-sifre-d.301.8.15,106017,106082,18953,18963,ref-bible.102.1.7.1,ref-bible.102.1.7.11,285440,285506,47774,47784,ref-sifre-d.301.8.5,ref-sifre-d.301.8.15,ובני ישראל פרו וישרצו וירבו ויעצמו במאד מאד ותמלא הארץ אתם ,ובני ישראל פרו וישרצו וירבו ויעצמו במאד מאד ותמלא הארץ אותם ,11,11,83,1082,0.016666666666666666,0.01666666666666672,0.016666666666666666
84,ref-bible.0102.1.10.2-ref-bible.0102.1.10.9,ref-sifre-d.301.10.6-ref-sifre-d.301.10.13,106175,106214,18982,18989,ref-bible.102.1.10.2,ref-bible.102.1.10.9,285616,285655,47803,47810,ref-sifre-d.301.10.6,ref-sifre-d.301.10.13,נתחכמה לו פן ירבה והיה כי תקראנה מלחמה ,נתחכמה לו פן ירבה והיה כי תקראנה מלחמה ,8,8,84,1084,0.0,0.0,0.0
85,ref-bible.0102.1.11.2-ref-bible.0102.1.11.11,ref-sifre-d.301.11.4-ref-sifre-d.301.11.13,106273,106328,18999,19008,ref-bible.102.1.11.2,ref-bible.102.1.11.11,285684,285741,47815,47824,ref-sifre-d.301.11.4,ref-sifre-d.301.11.13,עליו שרי מסים למען ענתו בסבלתם ויבן ערי מסכנות לפרעה ,עליו שרי מסים למען ענותו בסבלותם ויבן ערי מסכנות לפרעה ,10,10,85,1085,0.03636363636363636,0.036363636363636376,0.03636363636363636
86,ref-bible.0102.1.13.1-ref-bible.0102.1.14.17,ref-sifre-d.301.12.6-ref-sifre-d.301.12.28,106403,106526,19021,19039,ref-bible.102.1.13.1,ref-bible.102.1.14.17,285776,285904,47831,47849,ref-sifre-d.301.12.6,ref-sifre-d.301.12.28,ויעבדו מצרים את בני ישראל בפרך וימררו את חייהם בעבדה קשה בחמר ובלבנים ובכל עבדה בשדה את כל עבדתם אשר עבדו בהם בפרך ,ויעבידו מצרים את בני ישראל בפרך וימררו את חייבם בעבודה קשה בחומר ובלבנים ובכל עבודה בשדה את כל עבודתם אשר עבדו בהם בפרך ,23,23,86,1086,0.05,0.05785123966942152,0.05
87,ref-bible.0102.1.22.5-ref-bible.0102.1.22.10,ref-sifre-d.301.7.4-ref-sifre-d.301.7.9,107044,107078,19126,19131,ref-bible.102.1.22.5,ref-bible.102.1.22.10,285369,285406,47763,47768,ref-sifre-d.301.7.4,ref-sifre-d.301.7.9,לאמר כל הבן הילוד היארה תשליכהו ,שנאמר כל הבן הילוד היאורה תשליכהו ,6,6,87,1081,0.08823529411764706,0.11428571428571432,0.08823529411764706
88,ref-bible.0102.1.22.6-ref-bible.0102.1.22.13,ref-sifre-d.301.16.6-ref-sifre-d.301.16.13,107049,107094,19127,19134,ref-bible.102.1.22.6,ref-bible.102.1.22.13,286182,286228,47897,47904,ref-sifre-d.301.16.6,ref-sifre-d.301.16.13,כל הבן הילוד היארה תשליכהו וכל הבת תחיון ,כל הבן הילוד היאורה תשליכהו וכל הבת תחיון ,8,8,88,1089,0.023809523809523808,0.023809523809523836,0.023809523809523808
89,ref-bible.0102.2.23.1-ref-bible.0102.2.23.13,ref-sifre-d.301.13.8-ref-sifre-d.301.13.20,108663,108739,19410,19421,ref-bible.102.2.23.1,ref-bible.102.2.23.13,285938,286015,47857,47868,ref-sifre-d.301.13.8,ref-sifre-d.301.13.20,ויהי בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבדה ויזעקו ,ויהי בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו ,13,13,89,1087,0.014285714285714285,0.014285714285714235,0.014285714285714285
91,ref-bible.0102.2.23.1-ref-bible.0102.2.24.4,ref-sifre-d.26.7.24-ref-sifre-d.26.7.47,108663,108794,19410,19430,ref-bible.102.2.23.1,ref-bible.102.2.24.4,28857,28995,4852,4873,ref-sifre-d.26.7.24,ref-sifre-d.26.7.47,ויהי בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבדה ויזעקו ותעל שועתם אל האלהים מן העבדה וישמע אלהים את נאקתם ,ויהי בימים הרבים ההם וימת מלך מצרים ויאנחו בני ישראל מן העבודה ויזעקו שועה מנין שנאמר ותעל שועתם נאקה מנין וישמע אלהים את נאקתם ,23,24,91,131,0.2265625,0.16296296296296298,0.1640625
92,ref-bible.0102.3.9.8-ref-bible.0102.3.9.15,ref-sifre-d.301.17.6-ref-sifre-d.301.17.13,109644,109683,19574,19580,ref-bible.102.3.9.8,ref-bible.102.3.9.15,286254,286295,47910,47916,ref-sifre-d.301.17.6,ref-sifre-d.301.17.13,וגם ראיתי את הלחץ אשר מצרים לחצים אתם ,וגם ראיתי את הלחץ אשר מצרים לוחצים אותם ,8,8,92,1090,0.05,0.050000000000000044,0.05
93,ref-bible.0102.3.10.1-ref-bible.0102.3.10.6,ref-sifre-d.325.1.21-ref-sifre-d.325.1.27,109684,109716,19581,19586,ref-bible.102.3.10.1,ref-bible.102.3.10.6,340125,340163,57016,57022,ref-sifre-d.325.1.21,ref-sifre-d.325.1.27,ועתה לכה ואשלחך אל פרעה והוצא ,ועתה לכה ואשלחך אל פרעה ואומר ויצא ,6,7,93,1310,0.17142857142857143,0.19444444444444442,0.17142857142857143
94,ref-bible.0102.4.2.5-ref-bible.0102.4.3.4,ref-sifre-d.340.2.8-ref-sifre-d.340.2.13,111027,111079,19798,19806,ref-bible.102.4.2.5,ref-bible.102.4.3.4,351362,351395,58935,58940,ref-sifre-d.340.2.8,ref-sifre-d.340.2.13,מה זה בידך ויאמר מטה ויאמר השליכהו ארצה וישליכהו ,מה זה בידך השליכהו ארצה והשלכתו ,9,6,94,1367,0.3877551020408163,0.38,0.3877551020408163
95,ref-bible.0102.4.17.1-ref-bible.0102.4.17.8,ref-sifre-d.301.22.5-ref-sifre-d.301.22.12,112181,112218,20012,20019,ref-bible.102.4.17.1,ref-bible.102.4.17.8,286859,286896,48016,48023,ref-sifre-d.301.22.5,ref-sifre-d.301.22.12,ואת המטה הזה תקח בידך אשר תעשה בו ,ואת המטה הזה תקח בידך אשר תעשה בו ,8,8,95,1101,0.0,0.0,0.0
96,ref-bible.0102.4.17.1-ref-bible.0102.4.18.1,ref-sifre-d.301.21.28-ref-sifre-d.301.22.12,112181,112233,20012,20021,ref-bible.102.4.17.1,ref-bible.102.4.18.1,286797,286896,48006,48023,ref-sifre-d.301.21.28,ref-sifre-d.301.22.12,ואת המטה הזה תקח בידך אשר תעשה בו את האתת וילך ,"אשר עשה לכם ה' א להיכם במצרים לעיניך ובאותות זה המטה כמ""ש ואת המטה הזה תקח בידך אשר תעשה בו ",11,20,96,1100,0.7391304347826086,0.5053763440860215,0.6304347826086957
97,ref-bible.0102.9.3.1-ref-bible.0102.9.3.7,ref-sifre-d.301.19.6-ref-sifre-d.301.19.12,121483,121516,21505,21511,ref-bible.102.9.3.1,ref-bible.102.9.3.7,286543,286574,47961,47967,ref-sifre-d.301.19.6,ref-sifre-d.301.19.12,הנה יד יהוה הויה במקנך אשר בשדה ,הנה יד ה' הויה במקנך אשר בשדה ,7,7,97,1094,0.09375,0.12121212121212122,0.09375
98,ref-bible.0102.12.7.1-ref-bible.0102.12.7.9,ref-sifre-d.36.4.9-ref-sifre-d.36.4.17,127716,127765,22553,22561,ref-bible.102.12.7.1,ref-bible.102.12.7.9,52034,52084,8737,8745,ref-sifre-d.36.4.9,ref-sifre-d.36.4.17,ולקחו מן הדם ונתנו על שתי המזוזת ועל המשקוף ,ולקחו מן הדם ונתנו על שתי המזוזות ועל המשקוף ,9,9,98,210,0.022222222222222223,0.022222222222222254,0.022222222222222223
99,ref-bible.0102.12.12.1-ref-bible.0102.12.12.6,ref-sifre-d.301.18.14-ref-sifre-d.301.18.19,128073,128112,22615,22619,ref-bible.102.12.12.1,ref-bible.102.12.12.6,286359,286398,47929,47933,ref-sifre-d.301.18.14,ref-sifre-d.301.18.19,ועברתי בארץ מצרים בלילה הזה והכיתי ,ועברתי בארץ מצרים בלילה הזה והכיתי ,6,6,99,1091,0.0,0.0,0.0
100,ref-bible.0102.12.12.14-ref-bible.0102.12.12.19,ref-sifre-d.301.18.33-ref-sifre-d.301.18.38,128148,128179,22624,22629,ref-bible.102.12.12.14,ref-bible.102.12.12.19,286468,286499,47946,47951,ref-sifre-d.301.18.33,ref-sifre-d.301.18.38,ובכל אלהי מצרים אעשה שפטים אני ,ובכל אלהי מצרים אעשה שפטים אני ,6,6,100,1093,0.0,0.0,0.0
101,ref-bible.0102.13.7.4-ref-bible.0102.13.7.15,ref-sifre-d.130.7.58-ref-sifre-d.131.2.11,131569,131625,23180,23191,ref-bible.102.13.7.4,ref-bible.102.13.7.15,166591,166696,27889,27909,ref-sifre-d.130.7.58,ref-sifre-d.131.2.11,שבעת הימים ולא יראה לך חמץ ולא יראה לך שאר בכל גבלך ,לימות המשיח קעה ולא יראה לך שאור בכל גבולך שבעת ימים שלך אי אתה רואה אבל אתה רואה של אחרים ולא יראה ,12,22,101,668,0.66,0.49504950495049505,0.64
