lemma	pointer_in_volume	details								
 AeliaAelia	Vol-3-L_F-d8e212-person	Epitaph	 Apamea	 Legrand & Chamonard 						
 AeliaAelia	Vol-3-L_F-d8e260-person	Epitaph	 Vigna Randanini	 De Rossi 						
 AelianusAelianus	Vol-3-L_M-d8e166-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AelianusAelianus	Vol-3-L_M-d8e201-person	Epitaph	 Venosa	 Angelis & Smith 						
 AelianusAelianus	Vol-3-L_M-d8e242-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 AelianusAelianus	Vol-3-L_M-d8e281-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 AelianusAelianus	Vol-3-L_M-d8e313-person	Sarcophagus	 Hierapolis	 Wagener	CIJ777 					
 AelianusAelianus	Vol-3-L_M-d8e369-person	Dedicatory inscription	 Olynthus 							
 AeliusAelius	Vol-3-L_M-d8e422-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 AeliusAelius	Vol-3-L_M-d8e462-person	Epitaph	 Monteverde	 Paribeni 						
 AeliusAelius	Vol-3-L_M-d8e500-person	Epitaph	 Apamea	 Legrand & Chamonard 						
 AeliusAelius	Vol-3-L_M-d8e548-person	Sarcophagus	 Hierapolis	 Wagener 						
 AeliusAelius	Vol-3-L_M-d8e593-person	Epitaph	 Tortona	 Oehler 						
 AeliusAelius	Vol-3-L_M-d8e638-person	Epitaph	 Laodicea 							
 AeliusAelius	Vol-3-L_M-d8e682-person	Epitaph	 Laodicea 							
 AeliusAelius	Vol-3-L_M-d8e718-person	Coin	 Phrygia 							
 AemiliaAemilia	Vol-3-L_F-d8e309-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AemiliaAemilia	Vol-3-L_F-d8e348-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AemiliusAemilius	Vol-3-L_M-d8e772-person	Epitaph	 Via Flaminia	 Lupi 						
 AemiliusAemilius	Vol-3-L_M-d8e822-person	Epitaph	 Via Flaminia	 Lupi 						
 AemiliusAemilius	Vol-3-L_M-d8e869-person	Epitaph	 Via Saleria	 Bernays 						
 AemiliusAemilius	Vol-3-L_M-d8e911-person	Politeuma inscription	 Berenice	 Roux 						
 ?????????Aeneias	Vol-3-G_M-d8e1877-person	Papyrus	 Trikomia	 Wilcken 						
 ?????????Aeneias	Vol-3-G_M-d8e1915-person	Ostracon	 Edfu	 Manteuffel 						
 ?????????Aeneias	Vol-3-G_M-d8e1962-person	Papyrus	 Vienna 							
 ?????????Aeneias	Vol-3-G_M-d8e1995-person	Papyrus	 Vienna 							
 ?????????Aeneias	Vol-3-G_M-d8e2028-person	Papyrus	 Vienna 							
 ?????????Aeneias	Vol-3-G_M-d8e2061-person	Epitaph	 Acroenus 							
 ????????????Aeschylinus	Vol-3-G_M-d8e2117-person	Epitaph	 Sedment el-Gebel 							
 ??????????Aeschylus	Vol-3-G_M-d8e2163-person	Ostracons	 Edfu	 Manteuffel & Wessely 						
 AethibelusAethibelus	Vol-3-S-G_M-d8e213-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 AethibelusAethibelus	Vol-3-S-G_M-d8e245-person	Community inscription	 Cilicia 							
 ???????Aethon	Vol-3-G_M-d8e1829-person	Papyrus	 Heracleopolis 							
 ????????Aetius	Vol-2-G_M-d8e241-person	Synagogue inscription	 Sepphoris	 Ewing 						
 ????????Aetius	Vol-2-Vol-1-ADD-G_M-d8e74-person	POiv/5	534							
 AetoriusAetorius	Vol-3-L_M-d8e960-person	Epitaph	 Villa Torlonia	 Paribeni 						
 ?????afra	Vol-4-S-H_F-d8e6032-person	Epitaph	 Palmyra	 Chabot 						
 AfraniusAfranius	Vol-3-L_M-d8e1027-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 AfricanaAfricana	Vol-1-L_F-d2e43-person	Ossuary	 Shu‘afat	 Abel	1913					
 AfricanaAfricana	Vol-4-L_F-d8e15-person	Ossuary	 Jerusalem	 Abel 						
 AfricanusAfricanus	Vol-1-L_M-d2e44-person	Ossuary lid	 Shu‘afat	 Abel	1913					
 AfricanusAfricanus	Vol-1-L_M-d2e93-person	Ossuary	 Shu‘afat	 Abel	1913					
 AfricanusAfricanus	Vol-2-Vol-1-ADD-L_M-d8e12-person	POiv/5	534							
 AfricanusAfricanus	Vol-4-L_M-d8e67-person	Ossuary cover	 Jerusalem	 Abel 						
 AfricanusAfricanus	Vol-4-L_M-d8e111-person	Ossuary	 Jerusalem	 Abel 						
 ?????af?ya	Vol-4-A_F-d8e570-person	Leveen	JQR16 (1925-6) 402 							
 ????Aga	Vol-4-S-H_M-d8e29751-person	Epitaph	 Palmyra	 Chabot 						
 ????Aga	Vol-4-S-H_M-d8e29795-person	Graffito	 Palmyra 							
 ????Aga	Vol-4-S-H_M-d8e29830-person	Dedication inscription	 Kheurbet Semrine 							
 ????Aga	Vol-4-S-H_M-d8e29865-person	Seal 								
 ???Agag	Vol-3-B_M-d8e1301-person	Epitaph	 Tripolis 							
 ??????????Agapetus	Vol-2-Vol-1-ADD-G_M-d8e16-person	Epiphanius Monachus	PG120	225						
 ????????Agapis	Vol-3-G_M-d8e839-person	Epitaph	 Carthage 							
 ???????????Agatharchus	Vol-2-G_M-d8e78-person	Graffito	 burial cave	 Beth Govrin						
                   										
 ???????Agathe	Vol-1-G_F-d2e45-person	Ossuary	 Syrian Orphanage	 Euting	1885					
 ???????Agathe	Vol-3-G_F-d8e18-person	Epitaph	 Argos	 Vollgraff 						
 ??????????Agathinus	Vol-3-G_M-d8e123-person	Papyrus	 Alexandria	 Schubart 						
 ????????????Agathoclea	Vol-3-G_F-d8e63-person	Epitaph	 Marash	 Yorke 						
 ???????????Agathocles	Vol-3-G_M-d8e280-person	Papyrus	 Trikomia	 Wilcken 						
 ???????????Agathocles	Vol-3-G_M-d8e320-person	Dedicatory inscription	 Delos	 Plassart 						
 ???????????Agathocles	Vol-3-G_M-d8e360-person	Epitaph	 Leontopolis	 Naville 						
 ???????????Agathocles	Vol-3-G_M-d8e401-person	Epitaph	 Leontopolis	 Edgar 						
 ???????????Agathocles	Vol-3-G_M-d8e441-person	Epheboi inscription	Cyrene	 Oliverio & Pugliese Carratelli 						
 ???????????Agathocles	Vol-3-G_M-d8e476-person	Epitaph	 Cyrene	 Oliverio 						
 ????????Agathon	Vol-3-G_M-d8e664-person	Papyrus	 Trikomia 							
 ????????Agathon	Vol-3-G_M-d8e696-person	Epitaph	 Villa Torlonia	 Paribeni 						
 ????????Agathon	Vol-3-G_M-d8e730-person	Epitaph	 Panticapaeum	CIJ685 						
 ????????Agathon	Vol-3-G_M-d8e779-person	Epitaph	 Teucheira 							
 ?????????????Agathonicus	Vol-3-G_M-d8e525-person	Papyrus	 Fayum	 Kenyon & Bell 						
 ???????????Agathopus	Vol-3-G_M-d8e574-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ???????????Agathopus	Vol-3-G_M-d8e613-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 AgaumisAgaumis	Vol-3-S-G_M-d8e161-person	Ostracon	 Diospolis 							
 AgbaltaAgbalta	Vol-4-I_M-d8e643-person	Incantation bowl	 National Library	 Jerusalem 						
 ????????Agenor	Vol-3-G_M-d8e931-person	Papyrus	 Vienna	 						
 ????????Agenor	Vol-3-G_M-d8e964-person	Papyrus	 Vienna	 						
 AgentiaAgentia	Vol-3-L_F-d8e406-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ?????Agilo	Vol-2-Vol-1-ADD-P_M-d8e2006-person	Ostracon	 Tel el-Mazar							
                   										
 ??????Agilo	Vol-4-S-H_M-d8e29923-person	Dedication inscriptions	 Kheurbet Semrine 							
 ??????Agilo	Vol-4-S-H_M-d8e29958-person	Epitaph	 Palmyra 							
 AgnellaAgnella	Vol-3-L_F-d8e469-person	Epitaph	 Venosa	 Angelis & Smith 						
 ????Agra	Vol-1-S-H_M-d2e817-person	Ossuary	 Bagatti 							
 ????Agra	Vol-2-S-H_M-d8e4719-person	Synagogue inscription	 Sepphoris 							
 AgreiusAgreius	Vol-3-L_M-d8e1073-person	Epitaph	 Vigna Randanini	 Garrucci 						
 AgrippaAgrippa	Vol-1-L_M-d2e141-person	Coins	 inscriptions	 papyrus- Egypt 						
 AgrippaAgrippa	Vol-1-L_M-d2e250-person	Coins	 weight- stone	 inscriptions 						
 AgrippaAgrippa	Vol-1-L_M-d2e530-person	Tomb inscription	 Jatt 							
 AgrippaAgrippa	Vol-1-L_M-d2e570-person	Tomb inscription	 Jatt 							
 AgrippaAgrippa	Vol-1-L_M-d2e610-person	Papyrus	 letter	 Heber 						
 AgrippaAgrippa	Vol-2-L_M-d8e175-person	Epitaph	 Rome	 Kaibel 						
 AgrippaAgrippa	Vol-2-L_M-d8e217-person	Epitaph	 France	 Oehler 						
 AgrippaAgrippa	Vol-2-L_M-d8e269-person	Epitaph	 Beth She‘arim	 catacomb 20 						
 AgrippaAgrippa	Vol-2-L_M-d8e298-person	Dedicatory inscription	 Caesarea 							
 AgrippaAgrippa	Vol-2-L_M-d8e333-person	Synagogue inscription	 Rehov	Vitto 						
 AgrippinusAgrippinus	Vol-3-L_M-d8e1128-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ???????????Agroicius	Vol-2-G_M-d8e127-person	Epitaph	 Beth She‘arim	catacomb 4	CIJ1129 					
 ???????????Agronides	Vol-2-G_M-d8e177-person	Epitaph	 Beth She‘arim	catacomb 4	CIJ1118 					
 ????Ahab	Vol-2-Vol-1-ADD-B_M-d8e251-person	Ostraca	 Tel Nimrîn							
                   										
 ????Ahaiu	Vol-3-B_M-d8e1482-person	Ostracon	 Edfu	 Aimé-Giron 						
 ???Ahi	Vol-1-B_M-d2e799-person	Ossuary	 Mt Scopus	 Vitto	1971					
 ???Ahi	Vol-1-B_M-d2e821-person	Ossuary	 Mt Scopus	 Kloner	1975					
 ???Ahi	Vol-1-B_M-d2e843-person	Ossuary	 Mt of Offence	 Clermont-Ganneau	1874	CIJ	 no. 1323			
                   										
 ???Ahi	Vol-1-B_M-d2e881-person	Papyrus	 list	 Jericho 						
 ????Ahiah	Vol-2-B_M-d8e1742-person	Epitaph	 Beth She‘arim	 catacomb 20 						
 ?????????Ahiah Elhanan	Vol-1-B_M-d2e1056-person	Ossuary	 Shu‘afat	 Abel	1913					
 ????Ahmai	Vol-1-S-H_M-d2e1185-person	Ostracon	 Gezer 							
 ?ah?rb??t?ah?rb??t	Vol-4-I_M-d8e5656-person	Incantation bowl	 London 							
 Šahrist?nŠahrist?n	Vol-4-I_F-d8e12544-person	Incantation bowl	 London 							
 Šahr?mŠahr?m	Vol-4-I_M-d8e10197-person	Dedicatory inscription	 Himyar 							
 ???A?i	Vol-4-B_M-d8e782-person	1.yBer1:2	 3b (Kosovsky	Yerushalmi	 56); 2.bBer5b (Kosowsky	Babylonico	 148) 			
 ???A?i	Vol-4-B_M-d8e872-person	1.yBer5:5	 9d (Kosovsky	Yerushalmi	 76); 2.bBer13b (Kosowsky	Babylonico	 138-41) 			
 ???A?i	Vol-4-B_M-d8e920-person	1.yDem6:2	 25c (Kosovsky	Yerushalmi	 76); 2.bShab54b (Kosowsky	Babylonico	 142) 			
 ???A?i	Vol-4-B_M-d8e971-person	bBer33a (Kosowsky	Babylonico	 132) 						
 ???A?i	Vol-4-B_M-d8e1014-person	bShab4a (Kosowsky	Babylonico	 133) 						
 ???A?i	Vol-4-B_M-d8e1054-person	bShab4a (Kosowsky	Babylonico	 143-6) 						
 ???A?i	Vol-4-B_M-d8e1091-person	bShab17b (Kosowsky	Babylonico	 133) 						
 ???A?i	Vol-4-B_M-d8e1127-person	b?Eruv29b (Kosowsky	Babylonico	 138) 						
 ???A?i	Vol-4-B_M-d8e1167-person	b?Eruv29b (Kosowsky	Babylonico	 142) 						
 ???A?i	Vol-4-B_M-d8e1204-person	b?Eruv48b (Kosowsky	Babylonico	 133-4) 						
 ???A?i	Vol-4-B_M-d8e1244-person	b?Eruv63a (Kosowsky	Babylonico	 134-5) 						
 ???A?i	Vol-4-B_M-d8e1288-person	b?Eruv63a (Kosowsky	Babylonico	 146) 						
 ???A?i	Vol-4-B_M-d8e1419-person	bBe?14a (Kosowsky	Babylonico	 131) 						
 ???A?i	Vol-4-B_M-d8e1462-person	bBe?25b (Kosowsky	Babylonico	 149) 						
 ???A?i	Vol-4-B_M-d8e1503-person	bYev8a (Kosowsky	Babylonico	 131-2) 						
 ???A?i	Vol-4-B_M-d8e1546-person	bYev8a (Kosowsky	Babylonico	 135) 						
 ???A?i	Vol-4-B_M-d8e1583-person	bYev94a (Kosowsky	Babylonico	 141-2) 						
 ???A?i	Vol-4-B_M-d8e1623-person	bNaz51b (Kosowsky	Babylonico	 141-2) 						
 ???A?i	Vol-4-B_M-d8e1663-person	bGit7a (Kosowsky	Babylonico	 131) 						
 ???A?i	Vol-4-B_M-d8e1709-person	bGit35a (Kosowsky	Babylonico	 136) 						
 ???A?i	Vol-4-B_M-d8e1751-person	bQid13a (Kosowsky	Babylonico	 143) 						
 ???A?i	Vol-4-B_M-d8e1788-person	bQid21a (Kosowsky	Babylonico	 132) 						
 ???A?i	Vol-4-B_M-d8e1828-person	bKer13b (Kosowsky	Babylonico	 132) 						
 ???A?i	Vol-4-B_M-d8e1871-person	bNid61b (Kosowsky	Babylonico	 138) 						
 ???A?i	Vol-4-B_M-d8e1958-person	Epitaph	 Jaffa	 Euting 						
 ???A?i	Vol-4-B_M-d8e2005-person	Incantation bowl 								
 ???A?i	Vol-4-B_M-d8e2037-person	Incantation bowl 								
 ???A?i	Vol-4-B_M-d8e2075-person	Incantation bowls	 Moussaieff collection 							
 ???A?i	Vol-4-B_M-d8e2114-person	Incantation bowl	 Moussaieff collection 							
 ???A?i	Vol-4-B_M-d8e2149-person	Incantation bowl	 London 							
 ???A?i	Vol-4-B_M-d8e2185-person	Seal 								
 AiaciusAiacius	Vol-3-L_M-d8e1178-person	Epitaph	 Aquilea	 Pais 						
 ????A?iah	Vol-4-B_M-d8e2270-person	Inscription	 Dura-Europos	 du Mesnil 						
 ????Aiala	Vol-1-S-H_M-d2e1269-person	Parchment	 Muraba‘at 							
 ????Aiala	Vol-2-S-H_M-d8e6046-person	Epitaph	 Lahav							
                   										
 ????Aiala	Vol-2-S-H_M-d8e6077-person	Inscription	 Elijah’s Cave 							
 ????????Aianus	Vol-1-G_M-d2e163-person	Weight-stone	 Migdal 							
 ????????Aianus	Vol-2-G_M-d8e287-person	Lead weight	 Sepphoris 							
 ??????Aida	Vol-2-Vol-1-ADD-G_F-d8e18-person	Epitaph?Tomb of the Prophets	 Clermon-Gannau 							
 ??????????Aidesius	Vol-2-G_M-d8e397-person	Epitaphs	 Beth She‘arim	catacomb 12 						
 AimathionAimathion	Vol-3-S-G_M-d8e313-person	Epitaph	 Gruter 							
 ????????Ainius	Vol-2-G_M-d8e479-person	Epitaph	 Zoar	 Vincent 						
 ????????Ainius	Vol-2-G_M-d8e518-person	Epitaph	 Zoar 							
 ????????Ainius	Vol-2-G_M-d8e547-person	Epitaph	 Zoar 							
 ????????Ainius	Vol-2-G_M-d8e582-person	Epitaph	 Zoar 							
 ????????Ainius	Vol-2-G_M-d8e617-person	Epitaph	 Zoar 							
 ????????Ainius	Vol-2-G_M-d8e658-person	Epitaph	 Zoar 							
 ????????Ainius	Vol-2-G_M-d8e693-person	Epitaph	 Zoar 							
 ??????A?itai	Vol-4-S-H_M-d8e9080-person	Incantation bowl 								
 ????Akos	Vol-1-B_M-d2e9298-person	Parchment	 Muraba‘at; Copper Scroll	 Qumran 						
 ??????alafta	Vol-4-S-H_M-d8e20932-person	Epitaph	 Palmyra	 Ronzevalle 						
 ??????alafta	Vol-4-S-H_M-d8e20969-person	Epitaph; Palmyra	 Lidzbarski 							
 ??????alafta	Vol-4-S-H_M-d8e21003-person	Epitaph	 Palmyra	 Lidzbarski 						
 ????Alam	Vol-4-A_M-d8e9254-person	Graffito	 Mad??in ??li?Méd?in ??le? 							
 ?alba?i???alba?i??	Vol-4-I_F-d8e7329-person	Incantation bowl 								
 ?????????Alcimus	Vol-4-G_M-d8e71-person	Epitaph	 Palmyra	 Mordtmann 						
 ????????Alcius	Vol-1-G_M-d2e1362-person	Ossuary	 Lydda	 Clermont-Ganneau	1883					
 ????????Alcius	Vol-1-G_M-d2e1403-person	Gezer limits inscription Clermont-Ganneau	1873							
 ????????????Alexander	Vol-1-G_M-d2e351-person	Coins 								
 ????????????Alexander	Vol-1-G_M-d2e446-person	Inscription	 Ephesus 							
 ????????????Alexander	Vol-1-G_M-d2e885-person	Ossuary	 Shu‘afat	 Abel. 1913 						
 ????????????Alexander	Vol-1-G_M-d2e917-person	Ossuary	 Mt Scopus	 Clermont-Ganneau	1902					
 ????????????Alexander	Vol-1-G_M-d2e956-person	Ossuary	 Mt Olives	 Vincent	1902					
 ????????????Alexander	Vol-1-G_M-d2e987-person	Ossuary	 Kidron	 Mayer	1924					
 ????????????Alexander	Vol-1-G_M-d2e1009-person	Ossuary	 Kidron	 Sukenik	1937					
 ????????????Alexander	Vol-1-G_M-d2e1034-person	Ossuary	 Romema	 Rahmani	1967					
 ????????????Alexander	Vol-1-G_M-d2e1057-person	Ossuary	 Mt of Offence	 Kloner	1980					
 ????????????Alexander	Vol-1-G_M-d2e1079-person	Ossuary	 Kidron 							
 ????????????Alexander	Vol-1-G_M-d2e1114-person	Inscription Gezer 								
 ????????????Alexander	Vol-1-G_M-d2e1162-person	Parchment	 Muraba‘at 							
 ????????????Alexander	Vol-1-G_M-d2e1187-person	Papyrus	 deed	 Babatha archive 						
 ????????????Alexander	Vol-1-G_M-d2e1210-person	Papyrus	 Seelim 							
 ????????????Alexander	Vol-2-G_M-d8e1011-person	Epitaph	Rome	Schneider Graziosi 						
 ????????????Alexander	Vol-2-G_M-d8e1061-person	Epitaph	 Vatican	 Migliore 						
 ????????????Alexander	Vol-2-G_M-d8e1118-person	Epitaph	 Beth She‘arim	catacomb 2	CIJ1102 					
 ????????????Alexander	Vol-2-G_M-d8e1161-person	Sarcophagus	 Caesarea 							
 ????????????Alexander	Vol-2-G_M-d8e1206-person	Epitaph	 Caesarea 							
 ????????????Alexander	Vol-2-G_M-d8e1243-person	Sarcophagus	 Gilboa							
                   										
 ????????????Alexander	Vol-2-G_M-d8e1279-person	Sarcophagus	 Ischar							
                   										
 ????????????Alexander	Vol-2-G_M-d8e1317-person	Synagogue inscription	 Mt Gerizim 							
 ????????????Alexander	Vol-2-G_M-d8e1354-person	Synagogue inscription	 Mt Gerizim 							
 ????????????Alexander	Vol-2-G_M-d8e1398-person	Synagogue inscription	 El-Khirbe							
                   										
 ????????????Alexander	Vol-2-G_M-d8e1451-person	Inscription	 Elijah’s Cave 							
 ????????????Alexander	Vol-2-Vol-1-ADD-G_M-d8e231-person	Ossuary	 Qiryat Shemuel 							
 ????????????Alexander	Vol-2-Vol-1-ADD-G_M-d8e265-person	Ossuary	 Qiryat Shemuel 							
 ????????????Alexander	Vol-2-Vol-1-ADD-G_M-d8e299-person	Epitaph	 Athens	 Urdahl 						
 ????????????Alexander	Vol-2-Vol-1-ADD-G_M-d8e359-person	Dedicatory inscription	 Mt. Gerizim 							
 ????????????Alexander	Vol-2-Vol-1-ADD-G_M-d8e396-person	Ostracon	 Jerusalem 							
 ????????????Alexander	Vol-2-Vol-1-ADD-G_M-d8e432-person	Papyrus	 Ein Gedi 							
 ????????????Alexander	Vol-3-G_M-d8e2484-person	Papyrus 								
 ????????????Alexander	Vol-3-G_M-d8e2620-person	Papyrus	 Zenon Archive	 Edgar 						
 ????????????Alexander	Vol-3-G_M-d8e2652-person	Papyri	 Zenon Archive	 Edgar 						
 ????????????Alexander	Vol-3-G_M-d8e2704-person	Papyrus	 Heracleopolis	 Grenfell & Hunt 						
 ????????????Alexander	Vol-3-G_M-d8e2739-person	Papyrus	 Arsinoe	 Schürer 						
 ????????????Alexander	Vol-3-G_M-d8e2773-person	Papyrus	 Heracleopolis	 Schäfer 						
 ????????????Alexander	Vol-3-G_M-d8e2806-person	Papyri	 Alexandria	 Schubart 						
 ????????????Alexander	Vol-3-G_M-d8e2841-person	Ostraca	 Edfu	 Manteuffel 						
 ????????????Alexander	Vol-3-G_M-d8e2884-person	Ostracon	 Myos Hormos	 Tait 						
 ????????????Alexander	Vol-3-G_M-d8e2926-person	Papyrus	 Fayum	 Rostovzeff 						
 ????????????Alexander	Vol-3-G_M-d8e2986-person	Papyrus	 Kase 							
 ????????????Alexander	Vol-3-G_M-d8e3030-person	Papyrus	 Trikomia 							
 ????????????Alexander	Vol-3-G_M-d8e3061-person	Papyri	 Heracleopolis 							
 ????????????Alexander	Vol-3-G_M-d8e3099-person	Papyrus	 Heracleopolis 							
 ????????????Alexander	Vol-3-G_M-d8e3131-person	Papyrus	 Heracleopolis 							
 ????????????Alexander	Vol-3-G_M-d8e3171-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3204-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3238-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3271-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3304-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3337-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3370-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3404-person	Papyrus	 Vienna 							
 ????????????Alexander	Vol-3-G_M-d8e3437-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????????Alexander	Vol-3-G_M-d8e3477-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????????Alexander	Vol-3-G_M-d8e3524-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????????Alexander	Vol-3-G_M-d8e3565-person	Epitaph	 Vigna Randanini	 Müller 						
 ????????????Alexander	Vol-3-G_M-d8e3609-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????????Alexander	Vol-3-G_M-d8e3647-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????????Alexander	Vol-3-G_M-d8e3681-person	Amulet	 Garrucci 							
 ????????????Alexander	Vol-3-G_M-d8e3715-person	Epitaph	 Beroea	 Delacoulonche 						
 ????????????Alexander	Vol-3-G_M-d8e3788-person	Epitaph	 Thessaly	 Spyridiakès 						
 ????????????Alexander	Vol-3-G_M-d8e3833-person	Epitaph	 Via Appia	 Moretti 						
 ????????????Alexander	Vol-3-G_M-d8e3865-person	Epitaph	 Acmonia	 Ramsay 						
 ????????????Alexander	Vol-3-G_M-d8e3907-person	Epitaph	 Acmonia	 Legrand & Chamonard 						
 ????????????Alexander	Vol-3-G_M-d8e3947-person	Sarcophagus	 Hierapolis	 Judeich 						
 ????????????Alexander	Vol-3-G_M-d8e3982-person	Sarcophagus	 Corycus	 Heberdey & Wilhelm 						
 ????????????Alexander	Vol-3-G_M-d8e4026-person	Epitaph	 Haifa	 Savignac 						
 ????????????Alexander	Vol-3-G_M-d8e4064-person	Epitaph	 Jaffa	 Euting 						
 ????????????Alexander	Vol-3-G_M-d8e4103-person	Ossuary	 Mt of Olives (Jerusalem)	 Vincent 						
 ????????????Alexander	Vol-3-G_M-d8e4144-person	Epitaph	 Leontopolis	 Edgar 						
 ????????????Alexander	Vol-3-G_M-d8e4176-person	Epitaph	 Larissa	 Gallis 						
 ????????????Alexander	Vol-3-G_M-d8e4226-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ????????????Alexander	Vol-3-G_M-d8e4257-person	Synagogue inscription	 Sardis	 Kroll 						
 ????????????Alexander	Vol-3-G_M-d8e4304-person	Epitaph	 Claudiopolis	 Dörner 						
 ????????????Alexander	Vol-3-G_M-d8e4339-person	Epitaph	 Acmonia	 Ramsay 						
 ????????????Alexander	Vol-3-G_M-d8e4379-person	Epitaph	 Acmonia	 Ramsay 						
 ????????????Alexander	Vol-3-G_M-d8e4410-person	Sarcophagus	 Hierapolis	 Miranda 						
 ????????????Alexander	Vol-3-G_M-d8e4450-person	Epitaph	 Apollonia	 Applebaum 						
 ????????????Alexander	Vol-3-G_M-d8e4479-person	Epitaph	 Teucheira	 Oliviero 						
 ????????????Alexander	Vol-3-G_M-d8e4515-person	Donation inscription	 Berenice	 Caputo 						
 ????????????Alexander	Vol-3-G_M-d8e4546-person	Epitaph	 Carthage 							
 ????????????Alexander	Vol-3-G_M-d8e4581-person	Epitaph	 Sacayak 							
 ????????????Alexander	Vol-3-G_M-d8e4619-person	Citizen list inscription	 Argolis	 Pouqueville 						
 ????????????Alexander	Vol-3-G_M-d8e4654-person	Ossuary	 Kidron Valley (Jerusalem) 							
 ????????????Alexander	Vol-3-G_M-d8e4697-person	Epitaph	 Saittai 							
 ????????????Alexander	Vol-3-G_M-d8e4730-person	Coin	 Phrygia 							
 ????????????Alexander	Vol-4-G_M-d8e19-person	Ossuary	 Jerusalem	 Abel 						
 ???????????Alexandra	Vol-1-G_F-d2e291-person	Ossuary	 Jerusalem 							
 ???????????Alexandra	Vol-2-G_F-d8e111-person	Epitaph	 Rome	 Migliore 						
 ???????????Alexandra	Vol-2-G_F-d8e164-person	Synagogue mosaic	 Apamea/Syria	 Mayence 						
 ???????????Alexandra	Vol-2-G_F-d8e190-person	Synagogue inscription	 Sebastia							
                   										
 ???????????Alexandra	Vol-3-G_F-d8e696-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ???????????Alexandra	Vol-3-G_F-d8e740-person	Epitaph	 Venosa	 Angelis & Smith 						
 ???????????Alexandra	Vol-3-G_F-d8e780-person	Epitaph	 Neas Anchialus 							
 ????????????Alexandria	Vol-3-G_F-d8e828-person	Epitaph	 Villa Torlonia	 Beyer & Lietzmann 						
 ????????????Alexandria	Vol-3-G_F-d8e869-person	Epitaph	 Vigna	 Randanini	 Garrucci 					
 ????????????Alexandria	Vol-3-G_F-d8e909-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????????Alexandria	Vol-3-G_F-d8e943-person	Epitaph	 Monteverde	 Müller 						
 ????????????Alexandria	Vol-3-G_F-d8e980-person	Epitaph	 Blaundos	 Ramsay 						
 ????????????Alexandria	Vol-3-G_F-d8e1014-person	Epitaph	 Acmonia	 Buckler & Calder 						
 ????????Alexas	Vol-3-G_M-d8e4785-person	Papyrus	 Oxyrhynchus 							
 ????????Alexas	Vol-3-G_M-d8e4824-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????Alexas	Vol-3-G_M-d8e4859-person	Sarcophagus	 Corycus	 Keil & Wilhelm 						
 ????????Alexas	Vol-3-G_M-d8e4894-person	Ossuary	 Mt Scopus (Jerusalem)	 Clermont-Ganneau 						
 ????????Alexas	Vol-3-G_M-d8e4945-person	Epitaph	 Teucheira	 Oliverio 						
 ????????????Aleximachos	Vol-1-G_M-d2e1251-person	Papyrus	 Seelim 							
 ?????????Alexion	Vol-3-G_M-d8e4990-person	Ostraca	 Edfu	 Manteuffel 						
 ????????Alexus	Vol-3-G_M-d8e5053-person	Epitaph	 Via Appia	 Marangoni 						
 AlfiaAlfia	Vol-3-L_F-d8e517-person	Epitaph	 Capua	 Migliori 						
 AlfiusAlfius	Vol-3-L_M-d8e1224-person	Epitaph	 Capua	 Migliori 						
 ?????ali	Vol-4-S-H_F-d8e4056-person	Incantation bowl 								
 ??????alifa	Vol-4-S-H_M-d8e20840-person	Ossuary	 Jerusalem 							
 ??????alifa	Vol-4-S-H_M-d8e20875-person	Incantation bowl	 Nippur	 Montgomery 						
 AlineAline	Vol-3-E_F-d8e22-person	Epitaph	 Leontopolis	 Norsa 						
