baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-mek,dam-lev,jac,id
ref-mek.1.4.2.110-ref-mek.1.4.2.121,ref-bible.0104.3.20.6-ref-bible.104.3.21.4,11771,11846,ref-mek.1.4.2.110,ref-mek.1.4.2.121,258391,258449,ref-bible.0104.3.20.6,ref-bible.0104.3.21.4,לבית אבות אלא למשפחות שנאמר למשפחותם לבית אבותם והרי שהיו עשר משפחות ,אלה הם משפחת הלוי לבית אבתם לגרשון משפחת הלבני ומשפחת ,12,10,720,720.0,69,66.0,0.6086956521739131,0.8125,3090000058
ref-mek.1.4.2.107-ref-mek.1.4.2.123,ref-bible.0206.4.18.3-ref-bible.206.4.20.3,11756,11855,ref-mek.1.4.2.107,ref-mek.1.4.2.123,720619,720728,ref-bible.0206.4.18.3,ref-bible.0206.4.20.3,לבית אבות אין לבית אבות אלא למשפחות שנאמר למשפחותם לבית אבותם והרי שהיו עשר משפחות לבית אב ,ויהי היום ויצא אל אביו אל הקצרים ויאמר אל אביו ראשי ראשי ויאמר אל הנער שאהו אל אמו וישאהו ויביאהו אל ,17,21,1049,1049.0,67,66.0,0.693069306930693,0.8235294117647058,3090000059
ref-mek.1.4.2.108-ref-mek.1.4.2.122,ref-bible.0219.2.15.11-ref-bible.219.2.16.9,11762,11852,ref-mek.1.4.2.108,ref-mek.1.4.2.122,1130401,1130466,ref-bible.0219.2.15.11,ref-bible.0219.2.16.9,אבות אין לבית אבות אלא למשפחות שנאמר למשפחותם לבית אבותם והרי שהיו עשר משפחות לבית ,אבן אל אבן בהיכל יהוה מהיותם בא אל ערמת עשרים והיתה עשרה בא אל ,15,14,1351,1351.0,68,66.0,0.6626506024096386,0.875,3090000060
ref-mek.1.4.2.132-ref-mek.1.4.3.5,ref-bible.0102.12.3.13-ref-bible.102.12.4.5,11894,11934,ref-mek.1.4.2.132,ref-mek.1.4.3.5,127306,127354,ref-bible.0102.12.3.13,ref-bible.0102.12.4.5,שה לבית אבות ואם ימעט הבית מהיות משה ,שה לבית אבת שה לבית ואם ימעט הבית מהית משה ,8,10,159,158.0,70,70.0,0.20930232558139536,0.33333333333333337,3090000061
ref-mek.1.4.3.78-ref-mek.1.4.3.97,ref-bible.0102.12.4.4-ref-bible.102.12.4.11,12315,12420,ref-mek.1.4.3.78,ref-mek.1.4.3.97,127345,127385,ref-bible.0102.12.4.4,ref-bible.0102.12.4.11,ולקח הוא ושכנו שומע אני שכנו שבגגו או אינו אלא שכנו שבשדה תלמוד לומר הקרוב אל ביתו דבר הכתוב בהווה ,מהית משה ולקח הוא ושכנו הקרב אל ביתו ,20,8,160,158.0,71,71.0,0.7171717171717171,0.6428571428571428,3090000062
ref-mek.1.4.3.128-ref-mek.1.4.3.143,ref-bible.0102.12.4.12-ref-bible.102.12.4.18,12579,12659,ref-mek.1.4.3.128,ref-mek.1.4.3.143,127386,127418,ref-bible.0102.12.4.12,ref-bible.0102.12.4.18,לפי אכלו תכוסו שנה עליו הכתוב לפסול דבר אחר במכסת נפשות למה נאמר לפי שנאמר איש ,במכסת נפשת איש לפי אכלו תכסו על ,16,7,161,161.0,72,72.0,0.7974683544303798,0.625,3090000063
ref-mek.1.5.1.66-ref-mek.1.5.1.90,ref-bible.0103.1.10.2-ref-bible.103.1.10.9,13444,13572,ref-mek.1.5.1.66,ref-mek.1.5.1.90,192178,192216,ref-bible.0103.1.10.2,ref-bible.0103.1.10.9,מן הכשבים ומן העזים מזה בפני עצמו ומזה בפני עצמו אתה אומר כן או אינו אלא שיביא משניהם כאחת תלמוד לומר ואם מן הצאן קרבנו ,מן הצאן קרבנו מן הכשבים או מן העזים ,25,8,666,666.0,73,73.0,0.775,0.7222222222222222,3090000064
ref-mek.1.5.1.107-ref-mek.1.5.2.19,ref-bible.0102.12.5.8-ref-bible.102.12.6.2,13654,13826,ref-mek.1.5.1.107,ref-mek.1.5.2.19,127452,127489,ref-bible.0102.12.5.8,ref-bible.0102.12.6.2,מין אחר מה תלמוד לומר מן הכבשים ומן העזים מזה בפני עצמו ומזה בפני עצמו והיה לכם להביא פסח דורות שלא יבוא אלא מן הכשבים ומן העזים דברי ר' אליעזר ר' יאשיה אומר תקחו ,מן הכבשים ומן העזים תקחו והיה לכם ,34,7,162,162.0,74,74.0,0.8098159509202454,0.7391304347826086,3090000065
ref-mek.1.5.2.182-ref-mek.1.5.2.188,ref-bible.0102.12.21.8-ref-bible.102.12.21.14,14651,14693,ref-mek.1.5.2.182,ref-mek.1.5.2.188,128818,128860,ref-bible.0102.12.21.8,ref-bible.0102.12.21.14,משכו וקחו לכם צאן למשפחותכם ושחטו הפסח ,משכו וקחו לכם צאן למשפחתיכם ושחטו הפסח ,7,7,182,182.0,75,75.0,0.05128205128205128,0.0,3090000066
ref-mek.1.6.1.19-ref-mek.1.6.1.25,ref-bible.0209.16.8.1-ref-bible.209.16.8.7,15115,15153,ref-mek.1.6.1.19,ref-mek.1.6.1.25,1004333,1004369,ref-bible.0209.16.8.1,ref-bible.0209.16.8.7,ואעבור עליך ואראך והנה עתך עת דודים ,ואעבר עליך ואראך והנה עתך עת דדים ,7,7,1263,1263.0,76,76.0,0.05555555555555555,0.0,3090000067
ref-mek.1.6.1.31-ref-mek.1.6.1.41,ref-bible.0103.25.26.6-ref-bible.103.25.26.11,15186,15244,ref-mek.1.6.1.31,ref-mek.1.6.1.41,244723,244754,ref-bible.0103.25.26.6,ref-bible.0103.25.26.11,שיגאל את בניו ולא היה בידם מצות שיעסקו בהם כדי שיגאלו ,גאל והשיגה ידו ומצא כדי גאלתו ,11,6,703,703.0,77,77.0,0.6111111111111112,0.9230769230769231,3090000068
ref-mek.1.6.1.43-ref-mek.1.6.1.49,ref-bible.0209.16.7.10-ref-bible.209.16.7.16,15252,15290,ref-mek.1.6.1.43,ref-mek.1.6.1.49,1004296,1004332,ref-bible.0209.16.7.10,ref-bible.0209.16.7.16,שדים נכונו ושערך צמח ואת ערום ועריה ,שדים נכנו ושערך צמח ואת ערם ועריה ,7,7,1262,1262.0,78,78.0,0.05555555555555555,0.0,3090000069
ref-mek.1.6.1.68-ref-mek.1.6.1.77,ref-bible.0209.16.6.1-ref-bible.209.16.6.8,15382,15439,ref-mek.1.6.1.68,ref-mek.1.6.1.77,1004166,1004215,ref-bible.0209.16.6.1,ref-bible.0209.16.6.8,ואעבור עליך ואראך מתבוססת בדמיך וגו' ואומר גם את בדם ,ואעבר עליך ואראך מתבוססת בדמיך ואמר לך בדמיך ,10,8,1260,1259.0,79,79.0,0.2830188679245283,0.4545454545454546,3090000070
ref-mek.1.6.1.75-ref-mek.1.6.1.84,ref-bible.0220.9.11.1-ref-bible.220.9.11.10,15429,15475,ref-mek.1.6.1.75,ref-mek.1.6.1.84,1141067,1141113,ref-bible.0220.9.11.1,ref-bible.0220.9.11.10,גם את בדם בריתך שלחתי אסיריך מבור אין מים בו ,גם את בדם בריתך שלחתי אסיריך מבור אין מים בו ,10,10,1358,1358.0,80,79.0,0.0,0.0,3090000071
ref-mek.1.6.1.161-ref-mek.1.6.1.172,ref-bible.0304.4.12.1-ref-bible.304.4.12.8,15872,15927,ref-mek.1.6.1.161,ref-mek.1.6.1.172,1337182,1337216,ref-bible.0304.4.12.1,ref-bible.0304.4.12.8,גן נעול אחותי כלה גן נעול אלו הזכרים גל נעול מעין חתום ,גן נעול אחתי כלה גל נעול מעין חתום ,12,8,1554,1554.0,81,81.0,0.36363636363636365,0.125,3090000072
ref-mek.1.6.1.178-ref-mek.1.6.1.185,ref-bible.0304.4.12.1-ref-bible.304.4.12.8,15953,15991,ref-mek.1.6.1.178,ref-mek.1.6.1.185,1337182,1337216,ref-bible.0304.4.12.1,ref-bible.0304.4.12.8,גן נעול אלו הנשואות גל נעול מעין חתום ,גן נעול אחתי כלה גל נעול מעין חתום ,8,8,1555,1554.0,82,82.0,0.2631578947368421,0.25,3090000073
ref-mek.1.6.1.262-ref-mek.1.6.1.268,ref-bible.0102.3.18.10-ref-bible.102.3.18.16,16397,16441,ref-mek.1.6.1.262,ref-mek.1.6.1.268,110387,110429,ref-bible.0102.3.18.10,ref-bible.0102.3.18.16,אליכם ואומר ויאמרו אלהי העברים נקרה עלינו ,ואמרתם אליו יהוה אלהי העבריים נקרה עלינו ,7,7,126,126.0,83,83.0,0.3333333333333333,0.4285714285714286,3090000074
ref-mek.1.6.1.271-ref-mek.1.6.1.275,ref-bible.0101.14.13.1-ref-bible.101.14.13.5,16454,16486,ref-mek.1.6.1.271,ref-mek.1.6.1.275,22793,22825,ref-bible.0101.14.13.1,ref-bible.0101.14.13.5,ויבא הפליט ויגד לאברם העברי ,ויבא הפליט ויגד לאברם העברי ,5,5,16,16.0,84,84.0,0.0,0.0,3090000075
ref-mek.1.6.1.299-ref-mek.1.6.1.304,ref-bible.0104.15.24.1-ref-bible.104.15.24.6,16617,16651,ref-mek.1.6.1.299,ref-mek.1.6.1.304,289413,289447,ref-bible.0104.15.24.1,ref-bible.0104.15.24.6,והיה אם מעיני העדה נעשתה בשגגה ,והיה אם מעיני העדה נעשתה לשגגה ,6,6,749,749.0,85,85.0,0.03225806451612903,0.0,3090000076
ref-mek.1.6.1.385-ref-mek.1.6.1.390,ref-bible.0102.6.9.7-ref-bible.102.6.9.12,17059,17085,ref-mek.1.6.1.385,ref-mek.1.6.1.390,115421,115446,ref-bible.0102.6.9.7,ref-bible.0102.6.9.12,ולא שמעו אל משה מקוצר רוח ,ולא שמעו אל משה מקצר רוח ,6,6,146,146.0,86,86.0,0.038461538461538464,0.0,3090000077
ref-mek.1.6.1.402-ref-mek.1.6.1.408,ref-bible.0208.20.15.7-ref-bible.208.20.15.13,17140,17171,ref-mek.1.6.1.402,ref-mek.1.6.1.408,904548,904576,ref-bible.0208.20.15.7,ref-bible.0208.20.15.13,שנאמר יולד לך בן זכר שמח שמחהו ,לאמר ילד לך בן זכר שמח שמחהו ,7,7,1210,1210.0,87,87.0,0.0967741935483871,0.2857142857142857,3090000078
ref-mek.1.6.1.429-ref-mek.1.6.1.442,ref-bible.0209.20.7.1-ref-bible.0209.20.8.18,17275,17359,ref-mek.1.6.1.429,ref-mek.1.6.1.442,1014135,1014297,ref-bible.0209.20.7.1,ref-bible.0209.20.8.18,ואמר אלהם איש שקוצי עיניו השליכו ובגלולי מצרים אל תטמאו אני יהוה אלהיכם וימרו בי ולא אבו לשמע אלי איש את שקוצי עיניהם לא השליכו ואת גלולי מצרים לא עזבו ואמר,ואמר אלהם איש שקוצי עיניו השליכו ובגלולי מצרים אל תטמאו אני יהוה אלהיכם וימרו בי ולא אבו לשמע אלי איש את שקוצי עיניהם לא השליכו ואת גלולי מצרים לא עזבו ואמר,14,15,1269,1269.0,88,88.0,0.0,0.0,3090000079
ref-mek.1.6.1.771-ref-mek.1.6.1.778,ref-bible.0102.12.6.10-ref-bible.102.12.6.17,19084,19129,ref-mek.1.6.1.771,ref-mek.1.6.1.778,127525,127564,ref-bible.0102.12.6.10,ref-bible.0102.12.6.17,נשחט בשלש כתות קהל ועדה וישראל בין הערבים ,ושחטו אתו כל קהל עדת ישראל בין הערבים ,8,8,163,163.0,91,91.0,0.2857142857142857,0.4444444444444444,3090000080
ref-mek.1.6.1.802-ref-mek.1.6.1.826,ref-bible.0105.16.6.12-ref-bible.0105.16.7.2,19253,19387,ref-mek.1.6.1.802,ref-mek.1.6.1.826,373212,373275,ref-bible.0105.16.6.12,ref-bible.0105.16.7.2,תזבח את הפסח בערב כבוא השמש מועד צאתך ממצרים ובשלת ואכלת,תזבח את הפסח בערב כבוא השמש מועד צאתך ממצרים ובשלת ואכלת,25,11,872,872.0,92,92.0,0.0,0.0,3090000081
ref-mek.1.6.1.860-ref-mek.1.6.1.874,ref-bible.0208.6.4.1-ref-bible.208.6.4.15,19562,19635,ref-mek.1.6.1.860,ref-mek.1.6.1.874,877106,877179,ref-bible.0208.6.4.1,ref-bible.0208.6.4.15,קדשו עליה מלחמה קומו ונעלה בצהרים אוי לנו כי פנה היום כי ינטו צללי ערב ,קדשו עליה מלחמה קומו ונעלה בצהרים אוי לנו כי פנה היום כי ינטו צללי ערב ,15,15,1186,1186.0,94,94.0,0.0,0.0,3090000082
ref-mek.1.7.1.27-ref-mek.1.7.1.42,ref-bible.0209.43.7.31-ref-bible.0209.43.8.4,19971,20050,ref-mek.1.7.1.27,ref-mek.1.7.1.42,1066734,1066757,ref-bible.0209.43.7.31,ref-bible.0209.43.8.4,במותם בתתם ספם את ספי,במותם בתתם ספם את ספי,7,5,1314,1314.0,95,95.0,0.0,0.0,3090000083
ref-mek.1.7.3.26-ref-mek.1.7.3.47,ref-bible.0102.12.8.6-ref-bible.0102.12.9.13,21409,21511,ref-mek.1.7.3.26,ref-mek.1.7.3.47,127671,127755,ref-bible.0102.12.8.6,ref-bible.0102.12.9.13,צלי אש ומצות על מררים יאכלהו אל תאכלו ממנו נא ובשל מבשל במים כי אם צלי אש ראשו על,צלי אש ומצות על מררים יאכלהו אל תאכלו ממנו נא ובשל מבשל במים כי אם צלי אש ראשו על,22,17,164,164.0,97,97.0,0.0,0.0,3090000084
ref-mek.1.7.3.149-ref-mek.1.7.4.10,ref-bible.0102.12.8.8-ref-bible.0102.12.9.6,22019,22151,ref-mek.1.7.3.149,ref-mek.1.7.4.10,127678,127728,ref-bible.0102.12.8.8,ref-bible.0102.12.9.6,ומצות על מררים יאכלהו אל תאכלו ממנו נא ובשל מבשל,ומצות על מררים יאכלהו אל תאכלו ממנו נא ובשל מבשל,26,10,165,165.0,99,99.0,0.0,0.0,3090000085
ref-mek.1.7.4.104-ref-mek.1.7.4.119,ref-bible.0102.12.8.10-ref-bible.102.12.9.11,22618,22689,ref-mek.1.7.4.104,ref-mek.1.7.4.119,127688,127747,ref-bible.0102.12.8.10,ref-bible.0102.12.9.11,אומר אני אקרא אל תאכלו ממנו כי אם צלי אש ומה תלמוד לומר נא ובשל מבושל ,מררים יאכלהו אל תאכלו ממנו נא ובשל מבשל במים כי אם צלי אש ,16,13,168,164.0,101,101.0,0.5857142857142857,0.46153846153846156,3090000086
ref-mek.1.7.4.152-ref-mek.1.7.4.165,ref-bible.0313.35.13.1-ref-bible.313.35.13.13,22865,22956,ref-mek.1.7.4.152,ref-mek.1.7.4.165,1585380,1585468,ref-bible.0313.35.13.1,ref-bible.0313.35.13.13,ויבשלו את הפסח באש כמשפט והקדשים בשלו בסירות ובדודים ובצלחות ויריצו לכל בני העם ,ויבשלו הפסח באש כמשפט והקדשים בשלו בסירות ובדודים ובצלחות ויריצו לכל בני העם ,14,13,1654,1654.0,102,102.0,0.0375,0.0714285714285714,3090000087
ref-mek.1.7.5.19-ref-mek.1.7.5.30,ref-bible.0102.12.10.2-ref-bible.102.12.10.11,23219,23277,ref-mek.1.7.5.19,ref-mek.1.7.5.30,127778,127826,ref-bible.0102.12.10.2,ref-bible.0102.12.10.11,תותירו ממנו עד בקר אני אקרא והנותר ממנו עד בקר באש תשרפו ,תותירו ממנו עד בקר והנתר ממנו עד בקר באש תשרפו ,12,10,169,169.0,103,103.0,0.17543859649122806,0.125,3090000088
ref-mek.1.8.1.111-ref-mek.1.8.1.127,ref-bible.0304.2.8.1-ref-bible.304.2.9.11,24538,24617,ref-mek.1.8.1.111,ref-mek.1.8.1.127,1335116,1335221,ref-bible.0304.2.8.1,ref-bible.0304.2.9.11,קול דודי הנה זה בא מדלג על ההרים מקפץ על הגבעות ואומר הנה זה עומד אחר כתלנו ,קול דודי הנה זה בא מדלג על ההרים מקפץ על הגבעות דומה דודי לצבי או לעפר האילים הנה זה עומד אחר כתלנו ,17,22,1546,1545.0,104,104.0,0.25,0.2941176470588235,3090000089
ref-mek.1.8.1.137-ref-mek.1.8.1.144,ref-bible.0207.52.12.3-ref-bible.207.52.12.10,24663,24708,ref-mek.1.8.1.137,ref-mek.1.8.1.144,848755,848799,ref-bible.0207.52.12.3,ref-bible.0207.52.12.10,בחפזון תצאו ובמנוסה לא תלכון כי הולך לפניכם ,בחפזון תצאו ובמנוסה לא תלכון כי הלך לפניכם ,8,8,1151,1151.0,105,105.0,0.022727272727272728,0.0,3090000090
ref-mek.1.8.1.179-ref-mek.1.8.1.189,ref-bible.0301.78.49.1-ref-bible.0301.78.49.8,24871,24924,ref-mek.1.8.1.179,ref-mek.1.8.1.189,1206943,1206982,ref-bible.0301.78.49.1,ref-bible.0301.78.49.8,בם חרון אפו עברה וזעם וצרה משלחת,ישלח בם חרון אפו עברה וזעם וצרה משלחת,11,7,1428,1428.0,106,106.0,0.13513513513513514,0.125,3090000091
ref-mek.1.8.1.197-ref-mek.1.8.1.204,ref-bible.0207.13.9.1-ref-bible.207.13.9.8,24965,25002,ref-mek.1.8.1.197,ref-mek.1.8.1.204,794475,794513,ref-bible.0207.13.9.1,ref-bible.0207.13.9.8,הנה יום הה' בא אכזרי ועברה וחרון אף ,הנה יום יהוה בא אכזרי ועברה וחרון אף ,8,8,1083,1083.0,108,108.0,0.08108108108108109,0.1428571428571429,3090000092
ref-mek.1.8.1.265-ref-mek.1.8.1.272,ref-bible.0301.78.51.1-ref-bible.301.78.51.8,25312,25354,ref-mek.1.8.1.265,ref-mek.1.8.1.272,1207045,1207087,ref-bible.0301.78.51.1,ref-bible.0301.78.51.8,ויך כל בכור במצרים ראשית אונים באהלי חם ,ויך כל בכור במצרים ראשית אונים באהלי חם ,8,8,1430,1430.0,109,109.0,0.0,0.0,3090000093
ref-mek.1.8.1.300-ref-mek.1.8.1.306,ref-bible.0101.19.11.1-ref-bible.101.19.11.7,25498,25537,ref-mek.1.8.1.300,ref-mek.1.8.1.306,30979,31018,ref-bible.0101.19.11.1,ref-bible.0101.19.11.7,ואת האנשים אשר פתח הבית הכו בסנורים ,ואת האנשים אשר פתח הבית הכו בסנורים ,7,7,34,34.0,110,110.0,0.0,0.0,3090000094
ref-mek.1.8.1.330-ref-mek.1.8.1.333,ref-bible.0104.5.27.15-ref-bible.104.5.27.18,25663,25687,ref-mek.1.8.1.330,ref-mek.1.8.1.333,265998,266021,ref-bible.0104.5.27.15,ref-bible.0104.5.27.18,וצבתה בטנה ונפלה יריכה ,וצבתה בטנה ונפלה ירכה ,4,4,721,721.0,111,111.0,0.043478260869565216,0.0,3090000095
ref-mek.1.8.1.371-ref-mek.1.8.1.376,ref-bible.0102.12.12.14-ref-bible.102.12.12.19,25892,25923,ref-mek.1.8.1.371,ref-mek.1.8.1.376,127996,128027,ref-bible.0102.12.12.14,ref-bible.0102.12.12.19,ובכל אלהי מצרים אעשה שפטים אני ,ובכל אלהי מצרים אעשה שפטים אני ,6,6,171,171.0,112,112.0,0.0,0.0,3090000096
ref-mek.1.8.1.395-ref-mek.1.8.1.407,ref-bible.0104.33.3.19-ref-bible.104.33.4.13,26012,26076,ref-mek.1.8.1.395,ref-mek.1.8.1.407,329732,329806,ref-bible.0104.33.3.19,ref-bible.0104.33.4.13,ומצרים מקברים את אשר הכה ה' בהם כל בכור ובאלהיהם עשה ה' שפטים ,מצרים ומצרים מקברים את אשר הכה יהוה בהם כל בכור ובאלהיהם עשה יהוה שפטים ,13,14,779,779.0,113,113.0,0.16666666666666666,0.15384615384615385,3090000097
ref-mek.1.8.2.60-ref-mek.1.8.2.68,ref-bible.0311.2.22.2-ref-bible.311.2.22.11,26709,26758,ref-mek.1.8.2.60,ref-mek.1.8.2.68,1426585,1426643,ref-bible.0311.2.22.2,ref-bible.0311.2.22.11,גלוי לפניו שנאמר ידע מה בחשוכה ונהורא עמיה שרא ,גלא עמיקתא ומסתרתא ידע מה בחשוכא ונהירא ונהורא עמה שרא ,9,10,1589,1589.0,114,114.0,0.4,0.4,3090000098
ref-mek.1.8.2.98-ref-mek.1.8.2.109,ref-bible.0207.31.5.1-ref-bible.207.31.5.12,26912,26976,ref-mek.1.8.2.98,ref-mek.1.8.2.109,817420,817484,ref-bible.0207.31.5.1,ref-bible.0207.31.5.12,כצפרים עפות כן יגן ה' צבאות על ירושלים גנון והציל פסוח והמליט ,כצפרים עפות כן יגן יהוה צבאות על ירושלם גנון והציל פסח והמליט ,12,12,1103,1103.0,115,115.0,0.08064516129032258,0.23076923076923073,3090000099
ref-mek.1.8.2.168-ref-mek.1.8.2.175,ref-bible.0304.2.8.1-ref-bible.304.2.8.8,27271,27304,ref-mek.1.8.2.168,ref-mek.1.8.2.175,1335116,1335149,ref-bible.0304.2.8.1,ref-bible.0304.2.8.8,קול דודי הנה זה בא מדלג על ההרים ,קול דודי הנה זה בא מדלג על ההרים ,8,8,1545,1545.0,116,116.0,0.0,0.0,3090000100
ref-mek.1.8.2.234-ref-mek.1.8.3.2,ref-bible.0102.6.27.11-ref-bible.102.6.29.7,27612,27671,ref-mek.1.8.2.234,ref-mek.1.8.3.2,116633,116728,ref-bible.0102.6.27.11,ref-bible.0102.6.29.7,בארץ מצרים בכם אינו הווה אבל הווה הוא לאחר זמן והיה היום ,ממצרים הוא משה ואהרן ויהי ביום דבר יהוה אל משה בארץ מצרים וידבר יהוה אל משה לאמר אני יהוה ,12,19,147,147.0,119,117.0,0.6777777777777778,0.7142857142857143,3090000101
ref-mek.1.8.2.230-ref-mek.1.8.3.13,ref-bible.0102.12.13.17-ref-bible.0102.12.14.9,27588,27733,ref-mek.1.8.2.230,ref-mek.1.8.3.13,128112,128196,ref-bible.0102.12.13.17,ref-bible.0102.12.14.9,בכם נגף למשחית בהכתי בארץ מצרים והיה היום הזה לכם לזכרון וחגתם אתו חג ליהוה,בכם נגף למשחית בהכתי בארץ מצרים והיה היום הזה לכם לזכרון וחגתם אתו חג ליהוה,23,15,172,172.0,117,117.0,0.0,0.0,3090000102
ref-mek.1.8.3.19-ref-mek.1.8.3.30,ref-bible.0102.13.2.13-ref-bible.102.13.3.10,27754,27813,ref-mek.1.8.3.19,ref-mek.1.8.3.30,131064,131115,ref-bible.0102.13.2.13,ref-bible.0102.13.3.10,כשהוא אומר ויאמר משה אל העם זכור את היום הזה אשר יצאתם ,הוא ויאמר משה אל העם זכור את היום הזה אשר יצאתם ,12,11,212,212.0,121,120.0,0.12727272727272726,0.0,3090000103
