baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-b,dam-lev,jac,id
ref-b.2.5.5.54a.4.31-ref-b.2.5.5.54a.4.39,ref-bible.0105.29.24.1-ref-bible.105.29.24.9,1837748,1837788,ref-b.2.5.5.54a.4.31,ref-b.2.5.5.54a.4.39,400191,400232,ref-bible.0105.29.24.1,ref-bible.0105.29.24.9,ואמרו על אשר עזבו את ברית ה' אלהי אבותם ,ואמרו על אשר עזבו את ברית יהוה אלהי אבתם ,9,9,3378,3378.0,1767,1766.0,0.0975609756097561,0.11111111111111116,8090001529
ref-b.2.5.5.54a.4.31-ref-b.2.5.5.54a.4.38,ref-bible.0208.22.9.1-ref-bible.208.22.9.8,1837748,1837782,ref-b.2.5.5.54a.4.31,ref-b.2.5.5.54a.4.38,906791,906829,ref-bible.0208.22.9.1,ref-bible.0208.22.9.8,ואמרו על אשר עזבו את ברית ה' אלהי ,ואמרו על אשר עזבו את ברית יהוה אלהיהם ,8,8,5691,5691.0,1766,1766.0,0.13157894736842105,0.33333333333333337,8090001530
ref-b.2.5.5.54a.5.17-ref-b.2.5.5.54a.5.41,ref-bible.0312.4.42.1-ref-bible.312.4.43.8,1837860,1838010,ref-b.2.5.5.54a.5.17,ref-b.2.5.5.54a.5.41,1464525,1464673,ref-bible.0312.4.42.1,ref-bible.0312.4.43.8,ומהם מן בני שמעון הלכו להר שעיר אנשים חמש מאות ופלטיה ונעריה ורפיה ועוזיאל בני ישעי בראשם ויכו את שארית הפליטה לעמלק וישבו שם עד היום הזה ו,ומהם מן בני שמעון הלכו להר שעיר אנשים חמש מאות ופלטיה ונעריה ורפיה ועזיאל בני ישעי בראשם ויכו את שארית הפלטה לעמלק וישבו שם עד היום הזה ו,28,28,8630,8630.0,1768,1768.0,0.014388489208633094,0.0,8090001531
ref-b.2.5.5.54a.6.10-ref-b.2.5.5.54a.6.14,ref-bible.0207.10.13.9-ref-bible.207.10.13.14,1838060,1838096,ref-b.2.5.5.54a.6.10,ref-b.2.5.5.54a.6.14,791150,791195,ref-bible.0207.10.13.9,ref-bible.0207.10.13.14,ואסיר גבולות עמים ועתודותיהם שושתי ,ואסיר גבולת עמים ועתידתיהם ועתודותיהם שושתי ,5,6,5111,5111.0,1769,1769.0,0.25,0.33333333333333337,8090001532
ref-b.2.5.5.54a.9.5-ref-b.2.5.5.54a.9.11,ref-bible.0205.8.8.3-ref-bible.205.8.8.13,1838527,1838569,ref-b.2.5.5.54a.9.5,ref-b.2.5.5.54a.9.11,666618,666676,ref-bible.0205.8.8.3,ref-bible.0205.8.8.13,ויראו ראשי הבדים וכתיב ולא יראו החוצה ,ויראו ראשי הבדים מן הקדש על פני הדביר ולא יראו החוצה ,7,11,4513,4513.0,1770,1770.0,0.33962264150943394,0.5454545454545454,8090001533
ref-b.2.5.5.54a.9.5-ref-b.2.5.5.54a.9.11,ref-bible.0313.5.9.3-ref-bible.313.5.9.13,1838527,1838569,ref-b.2.5.5.54a.9.5,ref-b.2.5.5.54a.9.11,1522497,1522556,ref-bible.0313.5.9.3,ref-bible.0313.5.9.13,ויראו ראשי הבדים וכתיב ולא יראו החוצה ,ויראו ראשי הבדים מן הארון על פני הדביר ולא יראו החוצה ,7,11,8873,8873.0,1771,1770.0,0.3333333333333333,0.5454545454545454,8090001534
ref-b.2.5.5.54a.10.12-ref-b.2.5.5.54a.10.18,ref-bible.0304.1.13.1-ref-bible.304.1.13.7,1838811,1838842,ref-b.2.5.5.54a.10.12,ref-b.2.5.5.54a.10.18,1334589,1334619,ref-bible.0304.1.13.1,ref-bible.0304.1.13.7,צרור המור דודי לי בין שדי ילין ,צרור המר דודי לי בין שדי ילין ,7,7,7990,7989.0,1772,1772.0,0.03225806451612903,0.0,8090001535
ref-b.2.5.5.54a.15.4-ref-b.2.5.5.54a.15.14,ref-bible.0309.8.28.1-ref-bible.309.8.28.11,1839326,1839379,ref-b.2.5.5.54a.15.4,ref-b.2.5.5.54a.15.14,1387867,1387931,ref-bible.0309.8.28.1,ref-bible.0309.8.28.11,נימא במקדש ראשון מי הואי פרוכת אלא במקדש שני מי הוו ,ואמרה אלהם אתם קדש ליהוה והכלים קדש והכסף והזהב נדבה ליהוה ,11,11,8324,8324.0,1773,1773.0,0.7288135593220338,1.0,8090001536
ref-b.2.5.5.54a.17.16-ref-b.2.5.5.54a.17.23,ref-bible.0205.6.29.3-ref-bible.205.6.29.12,1839653,1839701,ref-b.2.5.5.54a.17.16,ref-b.2.5.5.54a.17.23,660902,660961,ref-bible.0205.6.29.3,ref-bible.0205.6.29.12,קירות הבית מסב קלע כרובים ותמרות ופטורי ציצים ,קירות הבית מסב קלע פתוחי מקלעות כרובים ותמרת ופטורי צצים ,8,10,4479,4479.0,1774,1774.0,0.2631578947368421,0.30000000000000004,8090001537
ref-b.2.5.5.54a.17.19-ref-b.2.5.5.54a.17.27,ref-bible.0205.6.32.5-ref-bible.205.6.32.15,1839669,1839719,ref-b.2.5.5.54a.17.19,ref-b.2.5.5.54a.17.27,661093,661158,ref-bible.0205.6.32.5,ref-bible.0205.6.32.15,קלע כרובים ותמרות ופטורי ציצים וצפה זהב מישר על ,וקלע עליהם מקלעות כרובים ותמרות ופטורי צצים וצפה זהב וירד על ,9,11,4480,4480.0,1775,1774.0,0.29508196721311475,0.2727272727272727,8090001538
ref-b.2.5.5.54a.17.19-ref-b.2.5.5.54a.17.28,ref-bible.0205.6.35.1-ref-bible.205.6.35.10,1839669,1839727,ref-b.2.5.5.54a.17.19,ref-b.2.5.5.54a.17.28,661322,661379,ref-bible.0205.6.35.1,ref-bible.0205.6.35.10,קלע כרובים ותמרות ופטורי ציצים וצפה זהב מישר על המחוקה ,וקלע כרובים ותמרות ופטרי צצים וצפה זהב מישר על המחקה ,10,10,4481,4481.0,1776,1774.0,0.07272727272727272,0.0,8090001539
ref-b.2.5.5.54b.1.32-ref-b.2.5.5.54b.2.2,ref-bible.0306.1.8.8-ref-bible.306.1.8.15,1839983,1840024,ref-b.2.5.5.54b.1.32,ref-b.2.5.5.54b.2.2,1348190,1348226,ref-bible.0306.1.8.8,ref-bible.0306.1.8.15,כל מכבדיה הזילוה כי ראו ערותה ושתיה היתה ,כל מכבדיה הזילוה כי ראו ערותה גם היא ,8,8,8104,8104.0,1777,1777.0,0.17073170731707318,0.375,8090001540
ref-b.2.5.5.54b.2.22-ref-b.2.5.5.54b.2.26,ref-bible.0303.38.38.1-ref-bible.303.38.38.5,1840138,1840169,ref-b.2.5.5.54b.2.22,ref-b.2.5.5.54b.2.26,1329370,1329400,ref-bible.0303.38.38.1,ref-bible.0303.38.38.5,בצקת עפר למוצק ורגבים ידובקו ,בצקת עפר למוצק ורגבים ידבקו ,5,5,7961,7961.0,1778,1778.0,0.034482758620689655,0.0,8090001541
ref-b.2.5.5.54b.3.9-ref-b.2.5.5.54b.3.18,ref-bible.0303.37.6.1-ref-bible.303.37.6.10,1840213,1840261,ref-b.2.5.5.54b.3.9,ref-b.2.5.5.54b.3.18,1327247,1327294,ref-bible.0303.37.6.1,ref-bible.0303.37.6.10,כי לשלג יאמר הוי ארץ וגשם מטר וגשם מטרות עוזו ,כי לשלג יאמר הוא ארץ וגשם מטר וגשם מטרות עזו ,10,10,7941,7941.0,1779,1779.0,0.043478260869565216,0.0,8090001542
ref-b.2.5.5.54b.3.30-ref-b.2.5.5.54b.3.40,ref-bible.0303.38.5.9-ref-bible.303.38.6.9,1840314,1840364,ref-b.2.5.5.54b.3.30,ref-b.2.5.5.54b.3.40,1328180,1328224,ref-bible.0303.38.5.9,ref-bible.0303.38.6.9,העולם שנאמר על מה אדניה הטבעו או מי ירה אבן פנתה ,עליה קו על מה אדניה הטבעו או מי ירה אבן פנתה ,11,11,7952,7952.0,1780,1780.0,0.1836734693877551,0.33333333333333337,8090001543
ref-b.2.5.5.54b.5.6-ref-b.2.5.5.54b.5.16,ref-bible.0101.2.3.14-ref-bible.0101.2.4.11,1840499,1840562,ref-b.2.5.5.54b.5.6,ref-b.2.5.5.54b.5.16,2470,2551,ref-bible.0101.2.3.14,ref-bible.0101.2.4.11,אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים,ברא אלהים לעשות אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים,11,13,22,22.0,1781,1781.0,0.21052631578947367,0.125,8090001544
ref-b.2.5.5.54b.6.8-ref-b.2.5.5.54b.6.25,ref-bible.0301.50.1.1-ref-bible.301.50.2.5,1840658,1840752,ref-b.2.5.5.54b.6.8,ref-b.2.5.5.54b.6.25,1185047,1185135,ref-bible.0301.50.1.1,ref-bible.0301.50.2.5,מזמור לאסף אל אלהים ה' דבר ויקרא ארץ ממזרח שמש עד מבואו ואומר מציון מכלל יופי אלהים הופיע ,מזמור לאסף אל אלהים יהוה דבר ויקרא ארץ ממזרח שמש עד מבאו מציון מכלל יפי אלהים הופיע ,18,17,6953,6953.0,1783,1783.0,0.12222222222222222,0.125,8090001545
ref-b.2.5.5.55a.2.14-ref-b.2.5.5.55a.2.19,ref-bible.0103.16.15.20-ref-bible.103.16.15.25,1841024,1841060,ref-b.2.5.5.55a.2.14,ref-b.2.5.5.55a.2.19,225988,226021,ref-bible.0103.16.15.20,ref-bible.0103.16.15.25,והזה אותו על הכפורת ולפני הכפורת ,והזה אתו על הכפרת ולפני הכפרת ,6,6,1821,1821.0,1784,1784.0,0.09090909090909091,0.0,8090001546
ref-b.2.5.5.55a.5.48-ref-b.2.5.5.55a.6.8,ref-bible.0102.30.5.7-ref-bible.102.30.6.10,1841506,1841554,ref-b.2.5.5.55a.5.48,ref-b.2.5.5.55a.6.8,166762,166820,ref-bible.0102.30.5.7,ref-bible.0102.30.6.10,אתא תנו רבנן והזה אתו על הכפורת ולפני הכפורת ,אתם זהב ונתתה אתו לפני הפרכת אשר על ארן העדת לפני הכפרת ,9,12,1114,1114.0,1785,1785.0,0.5535714285714286,0.8,8090001547
ref-b.2.5.5.55a.6.3-ref-b.2.5.5.55a.6.8,ref-bible.0103.16.15.20-ref-bible.103.16.15.25,1841519,1841554,ref-b.2.5.5.55a.6.3,ref-b.2.5.5.55a.6.8,225988,226021,ref-bible.0103.16.15.20,ref-bible.0103.16.15.25,והזה אתו על הכפורת ולפני הכפורת ,והזה אתו על הכפרת ולפני הכפרת ,6,6,1822,1821.0,1786,1785.0,0.0625,0.0,8090001548
ref-b.2.5.5.55a.9.11-ref-b.2.5.5.55a.9.17,ref-bible.0103.16.15.13-ref-bible.103.16.15.19,1841911,1841942,ref-b.2.5.5.55a.9.11,ref-b.2.5.5.55a.9.17,225957,225987,ref-bible.0103.16.15.13,ref-bible.0103.16.15.19,ועשה את דמו כאשר עשה לדם הפר ,ועשה את דמו כאשר עשה לדם הפר ,7,7,1820,1820.0,1787,1787.0,0.0,0.0,8090001549
ref-b.2.5.5.55a.13.12-ref-b.2.5.5.55a.13.22,ref-bible.0312.2.13.8-ref-bible.312.2.15.4,1842645,1842701,ref-b.2.5.5.55a.13.12,ref-b.2.5.5.55a.13.22,1458724,1458791,ref-bible.0312.2.13.8,ref-bible.0312.2.15.4,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני ושמעא השלישי נתנאל הרביעי רדי החמישי אצם הששי דויד השבעי ,11,11,8579,8579.0,1788,1788.0,0.5806451612903226,0.6153846153846154,8090001550
ref-b.2.5.5.55a.13.12-ref-b.2.5.5.55a.13.22,ref-bible.0312.12.10.4-ref-bible.312.12.12.4,1842645,1842701,ref-b.2.5.5.55a.13.12,ref-b.2.5.5.55a.13.22,1481937,1482005,ref-bible.0312.12.10.4,ref-bible.0312.12.12.4,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני אליאב השלשי משמנה הרביעי ירמיה החמשי עתי הששי אליאל השבעי ,11,11,8703,8703.0,1789,1788.0,0.5714285714285714,0.6153846153846154,8090001551
ref-b.2.5.5.55a.13.12-ref-b.2.5.5.55a.13.22,ref-bible.0312.24.7.6-ref-bible.312.24.10.2,1842645,1842701,ref-b.2.5.5.55a.13.12,ref-b.2.5.5.55a.13.22,1503349,1503424,ref-bible.0312.24.7.6,ref-bible.0312.24.10.2,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני לחרם השלישי לשערים הרבעי למלכיה החמישי למימן הששי להקוץ השבעי ,11,11,8765,8765.0,1790,1788.0,0.6119402985074627,0.6153846153846154,8090001552
ref-b.2.5.5.55a.13.12-ref-b.2.5.5.55a.13.22,ref-bible.0312.26.2.6-ref-bible.312.26.3.6,1842645,1842701,ref-b.2.5.5.55a.13.12,ref-b.2.5.5.55a.13.22,1506114,1506193,ref-bible.0312.26.2.6,ref-bible.0312.26.3.6,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני זבדיהו השלישי יתניאל הרביעי עילם החמישי יהוחנן הששי אליהועיני השביעי ,11,11,8790,8790.0,1791,1788.0,0.6216216216216216,0.6153846153846154,8090001553
ref-b.2.5.5.55a.13.12-ref-b.2.5.5.55a.13.22,ref-bible.0312.26.4.7-ref-bible.312.26.5.4,1842645,1842701,ref-b.2.5.5.55a.13.12,ref-b.2.5.5.55a.13.22,1506230,1506303,ref-bible.0312.26.4.7,ref-bible.0312.26.5.4,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני יואח השלשי ושכר הרביעי ונתנאל החמישי עמיאל הששי יששכר השביעי ,11,11,8793,8793.0,1792,1788.0,0.5909090909090909,0.6153846153846154,8090001554
ref-b.2.5.5.55a.13.32-ref-b.2.5.5.55a.13.42,ref-bible.0312.2.13.8-ref-bible.312.2.15.4,1842745,1842799,ref-b.2.5.5.55a.13.32,ref-b.2.5.5.55a.13.42,1458724,1458791,ref-bible.0312.2.13.8,ref-bible.0312.2.15.4,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני ושמעא השלישי נתנאל הרביעי רדי החמישי אצם הששי דויד השבעי ,11,11,8580,8579.0,1793,1793.0,0.5806451612903226,0.6153846153846154,8090001555
ref-b.2.5.5.55a.13.32-ref-b.2.5.5.55a.13.42,ref-bible.0312.12.10.4-ref-bible.312.12.12.4,1842745,1842799,ref-b.2.5.5.55a.13.32,ref-b.2.5.5.55a.13.42,1481937,1482005,ref-bible.0312.12.10.4,ref-bible.0312.12.12.4,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני אליאב השלשי משמנה הרביעי ירמיה החמשי עתי הששי אליאל השבעי ,11,11,8704,8703.0,1794,1793.0,0.6031746031746031,0.6153846153846154,8090001556
ref-b.2.5.5.55a.13.32-ref-b.2.5.5.55a.13.42,ref-bible.0312.24.7.6-ref-bible.312.24.10.2,1842745,1842799,ref-b.2.5.5.55a.13.32,ref-b.2.5.5.55a.13.42,1503349,1503424,ref-bible.0312.24.7.6,ref-bible.0312.24.10.2,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני לחרם השלישי לשערים הרבעי למלכיה החמישי למימן הששי להקוץ השבעי ,11,11,8766,8765.0,1795,1793.0,0.6119402985074627,0.6153846153846154,8090001557
ref-b.2.5.5.55a.13.32-ref-b.2.5.5.55a.13.42,ref-bible.0312.26.2.6-ref-bible.312.26.3.6,1842745,1842799,ref-b.2.5.5.55a.13.32,ref-b.2.5.5.55a.13.42,1506114,1506193,ref-bible.0312.26.2.6,ref-bible.0312.26.3.6,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני זבדיהו השלישי יתניאל הרביעי עילם החמישי יהוחנן הששי אליהועיני השביעי ,11,11,8791,8790.0,1796,1793.0,0.6216216216216216,0.6153846153846154,8090001558
ref-b.2.5.5.55a.13.32-ref-b.2.5.5.55a.13.42,ref-bible.0312.26.4.7-ref-bible.312.26.5.4,1842745,1842799,ref-b.2.5.5.55a.13.32,ref-b.2.5.5.55a.13.42,1506230,1506303,ref-bible.0312.26.4.7,ref-bible.0312.26.5.4,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני יואח השלשי ושכר הרביעי ונתנאל החמישי עמיאל הששי יששכר השביעי ,11,11,8794,8793.0,1797,1793.0,0.5454545454545454,0.6153846153846154,8090001559
ref-b.2.5.5.56b.10.14-ref-b.2.5.5.56b.10.26,ref-bible.0103.4.7.16-ref-bible.0103.4.7.22,1844878,1844933,ref-b.2.5.5.56b.10.14,ref-b.2.5.5.56b.10.26,195623,195650,ref-bible.0103.4.7.16,ref-bible.0103.4.7.22,כל דם הפר ישפך אל יסוד מזבח,כל דם הפר ישפך אל יסוד מזבח,13,7,1407,1407.0,1798,1798.0,0.0,0.0,8090001560
ref-b.2.5.5.56b.10.20-ref-b.2.5.5.56b.10.26,ref-bible.0103.4.18.14-ref-bible.103.4.18.19,1844903,1844933,ref-b.2.5.5.56b.10.20,ref-b.2.5.5.56b.10.26,196472,196497,ref-bible.0103.4.18.14,ref-bible.0103.4.18.19,כל דם הפר ישפוך אל יסוד המזבח ,כל הדם ישפך אל יסוד מזבח ,7,6,1415,1415.0,1800,1798.0,0.23333333333333334,0.4285714285714286,8090001561
ref-b.2.5.5.58a.8.23-ref-b.2.5.5.58a.8.27,ref-bible.0104.4.12.5-ref-bible.104.4.12.9,1849258,1849283,ref-b.2.5.5.58a.8.23,ref-b.2.5.5.58a.8.27,261233,261257,ref-bible.0104.4.12.5,ref-bible.0104.4.12.9,השרת אשר ישרתו בם בקודש ,השרת אשר ישרתו בם בקדש ,5,5,2314,2314.0,1801,1801.0,0.041666666666666664,0.0,8090001562
ref-b.2.5.5.58b.12.12-ref-b.2.5.5.58b.12.30,ref-bible.0205.7.25.5-ref-bible.205.7.25.23,1850580,1850692,ref-b.2.5.5.58b.12.12,ref-b.2.5.5.58b.12.30,663633,663740,ref-bible.0205.7.25.5,ref-bible.0205.7.25.23,בקר שלשה פונים צפונה ושלשה פונים ימה ושלשה פונים נגבה ושלשה פונים מזרחה והים עליהם מלמעלה וכל אחוריהם ביתה ,בקר שלשה פנים צפונה ושלשה פנים ימה ושלשה פנים נגבה ושלשה פנים מזרחה והים עליהם מלמעלה וכל אחריהם ביתה ,19,19,4504,4503.0,1803,1802.0,0.04672897196261682,0.0,8090001563
ref-b.2.5.5.58b.12.8-ref-b.2.5.5.58b.12.30,ref-bible.0313.4.4.1-ref-bible.313.4.4.23,1850563,1850692,ref-b.2.5.5.58b.12.8,ref-b.2.5.5.58b.12.30,1520268,1520392,ref-bible.0313.4.4.1,ref-bible.0313.4.4.23,עומד על שנים עשר בקר שלשה פונים צפונה ושלשה פונים ימה ושלשה פונים נגבה ושלשה פונים מזרחה והים עליהם מלמעלה וכל אחוריהם ביתה ,עומד על שנים עשר בקר שלשה פנים צפונה ושלושה פנים ימה ושלשה פנים נגבה ושלשה פנים מזרחה והים עליהם מלמעלה וכל אחריהם ביתה ,23,23,8861,8860.0,1802,1802.0,0.04838709677419355,0.0,8090001564
ref-b.2.5.6.62b.13.9-ref-b.2.5.6.62b.13.22,ref-bible.0102.29.38.10-ref-bible.102.29.39.11,1861564,1861639,ref-b.2.5.6.62b.13.9,ref-b.2.5.6.62b.13.22,165935,166005,ref-bible.0102.29.38.10,ref-bible.0102.29.39.11,היום כשהוא אומר את הכבש אחד תעשה בבקר ואת הכבש השני תעשה בין הערבים ,ליום תמיד את הכבש האחד תעשה בבקר ואת הכבש השני תעשה בין הערבים ,14,13,1093,1093.0,1804,1804.0,0.17647058823529413,0.2727272727272727,8090001565
ref-b.2.5.6.62b.13.10-ref-b.2.5.6.62b.13.22,ref-bible.0102.29.40.10-ref-bible.102.29.41.6,1861570,1861639,ref-b.2.5.6.62b.13.10,ref-b.2.5.6.62b.13.22,166055,166110,ref-bible.0102.29.40.10,ref-bible.0102.29.41.6,כשהוא אומר את הכבש אחד תעשה בבקר ואת הכבש השני תעשה בין הערבים ,ההין יין לכבש האחד ואת הכבש השני תעשה בין הערבים ,13,10,1099,1099.0,1806,1804.0,0.36507936507936506,0.33333333333333337,8090001566
ref-b.2.5.6.62b.13.9-ref-b.2.5.6.62b.13.22,ref-bible.0104.28.3.13-ref-bible.104.28.4.11,1861564,1861639,ref-b.2.5.6.62b.13.9,ref-b.2.5.6.62b.13.22,317716,317788,ref-bible.0104.28.3.13,ref-bible.0104.28.4.11,היום כשהוא אומר את הכבש אחד תעשה בבקר ואת הכבש השני תעשה בין הערבים ,ליום עלה תמיד את הכבש אחד תעשה בבקר ואת הכבש השני תעשה בין הערבים ,14,14,2691,2691.0,1805,1804.0,0.1323529411764706,0.33333333333333337,8090001567
ref-b.2.5.6.62b.13.10-ref-b.2.5.6.62b.13.22,ref-bible.0104.28.7.3-ref-bible.104.28.8.6,1861570,1861639,ref-b.2.5.6.62b.13.10,ref-b.2.5.6.62b.13.22,317905,317981,ref-bible.0104.28.7.3,ref-bible.0104.28.8.6,כשהוא אומר את הכבש אחד תעשה בבקר ואת הכבש השני תעשה בין הערבים ,ההין לכבש האחד בקדש הסך נסך שכר ליהוה ואת הכבש השני תעשה בין הערבים ,13,14,2696,2696.0,1807,1804.0,0.4117647058823529,0.5,8090001568
ref-b.2.5.6.63a.18.4-ref-b.2.5.6.63a.18.19,ref-bible.0103.17.3.1-ref-bible.103.17.3.17,1863700,1863773,ref-b.2.5.6.63a.18.4,ref-b.2.5.6.63a.18.19,227714,227790,ref-bible.0103.17.3.1,ref-bible.0103.17.3.17,איש מבית ישראל אשר ישחט שור או כשב או עז במחנה או אשר ישחט מחוץ למחנה ,איש איש מבית ישראל אשר ישחט שור או כשב או עז במחנה או אשר ישחט מחוץ למחנה ,16,17,1837,1837.0,1808,1808.0,0.05405405405405406,0.0,8090001569
ref-b.2.5.6.66b.8.19-ref-b.2.5.6.66b.9.5,ref-bible.0206.1.1.4-ref-bible.206.1.2.9,1871809,1871899,ref-b.2.5.6.66b.8.19,ref-b.2.5.6.66b.9.5,712840,712910,ref-bible.0206.1.1.4,ref-bible.0206.1.2.9,על כתפו חלה משלחו ישלחנו ביד אחר דחפו ולא מת ירד אחריו וימיתנו שאלו את רבי אליעזר פלוני ,אחרי מות אחאב ויפל אחזיה בעד השבכה בעליתו אשר בשמרון ויחל וישלח ,18,12,4724,4724.0,1809,1809.0,0.7272727272727273,0.875,8090001570
ref-b.2.5.6.66b.12.26-ref-b.2.5.6.66b.12.31,ref-bible.0102.35.25.1-ref-bible.102.35.25.6,1872317,1872344,ref-b.2.5.6.66b.12.26,ref-b.2.5.6.66b.12.31,178731,178758,ref-bible.0102.35.25.1,ref-bible.0102.35.25.6,וכל אשה חכמת לב בידיה טוו ,וכל אשה חכמת לב בידיה טוו ,6,6,1220,1219.0,1810,1810.0,0.0,0.0,8090001571
ref-b.2.5.6.67a.10.31-ref-b.2.5.6.67a.10.35,ref-bible.0207.1.18.7-ref-bible.207.1.18.11,1874069,1874100,ref-b.2.5.6.67a.10.31,ref-b.2.5.6.67a.10.35,778554,778585,ref-bible.0207.1.18.7,ref-bible.0207.1.18.11,יהיו חטאיכם כשנים כשלג ילבינו ,יהיו חטאיכם כשנים כשלג ילבינו ,5,5,5002,5001.0,1811,1811.0,0.0,0.0,8090001572
ref-b.2.5.6.68a.7.16-ref-b.2.5.6.68a.7.31,ref-bible.0103.4.21.4-ref-bible.103.4.21.13,1876390,1876471,ref-b.2.5.6.68a.7.16,ref-b.2.5.6.68a.7.31,196644,196691,ref-bible.0103.4.21.4,ref-bible.0103.4.21.13,אל מחוץ למחנה שאין תלמוד לומר שהרי כבר נאמר ושרף אותו כאשר שרף את הפר הראשון ,אל מחוץ למחנה ושרף אתו כאשר שרף את הפר הראשון ,16,10,1420,1420.0,1812,1812.0,0.4025974025974026,0.33333333333333337,8090001573
